condition_id,icd10_code,condition_name,icd10_category,chapter_code,chapter_title,long_description,is_billable,search_name,source
30001,S32.14XS,"Type 1 fracture of sacrum, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 1 fracture of sacrum, sequela",1,"type 1 fracture of sacrum, sequela",CMS_ICD-10-CM_tabular_order
30002,S32.15XA,"Type 2 fracture of sacrum, init encntr for closed fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 2 fracture of sacrum, initial encounter for closed fracture",1,"type 2 fracture of sacrum, init encntr for closed fracture",CMS_ICD-10-CM_tabular_order
30003,S32.15XB,"Type 2 fracture of sacrum, init encntr for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 2 fracture of sacrum, initial encounter for open fracture",1,"type 2 fracture of sacrum, init encntr for open fracture",CMS_ICD-10-CM_tabular_order
30004,S32.15XD,"Type 2 fracture of sacrum, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 2 fracture of sacrum, subsequent encounter for fracture with routine healing",1,"type 2 fracture of sacrum, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30005,S32.15XG,"Type 2 fracture of sacrum, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 2 fracture of sacrum, subsequent encounter for fracture with delayed healing",1,"type 2 fracture of sacrum, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30006,S32.15XK,"Type 2 fracture of sacrum, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 2 fracture of sacrum, subsequent encounter for fracture with nonunion",1,"type 2 fracture of sacrum, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30007,S32.15XS,"Type 2 fracture of sacrum, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 2 fracture of sacrum, sequela",1,"type 2 fracture of sacrum, sequela",CMS_ICD-10-CM_tabular_order
30008,S32.16XA,"Type 3 fracture of sacrum, init encntr for closed fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 3 fracture of sacrum, initial encounter for closed fracture",1,"type 3 fracture of sacrum, init encntr for closed fracture",CMS_ICD-10-CM_tabular_order
30009,S32.16XB,"Type 3 fracture of sacrum, init encntr for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 3 fracture of sacrum, initial encounter for open fracture",1,"type 3 fracture of sacrum, init encntr for open fracture",CMS_ICD-10-CM_tabular_order
30010,S32.16XD,"Type 3 fracture of sacrum, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 3 fracture of sacrum, subsequent encounter for fracture with routine healing",1,"type 3 fracture of sacrum, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30011,S32.16XG,"Type 3 fracture of sacrum, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 3 fracture of sacrum, subsequent encounter for fracture with delayed healing",1,"type 3 fracture of sacrum, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30012,S32.16XK,"Type 3 fracture of sacrum, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 3 fracture of sacrum, subsequent encounter for fracture with nonunion",1,"type 3 fracture of sacrum, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30013,S32.16XS,"Type 3 fracture of sacrum, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 3 fracture of sacrum, sequela",1,"type 3 fracture of sacrum, sequela",CMS_ICD-10-CM_tabular_order
30014,S32.17XA,"Type 4 fracture of sacrum, init encntr for closed fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 4 fracture of sacrum, initial encounter for closed fracture",1,"type 4 fracture of sacrum, init encntr for closed fracture",CMS_ICD-10-CM_tabular_order
30015,S32.17XB,"Type 4 fracture of sacrum, init encntr for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 4 fracture of sacrum, initial encounter for open fracture",1,"type 4 fracture of sacrum, init encntr for open fracture",CMS_ICD-10-CM_tabular_order
30016,S32.17XD,"Type 4 fracture of sacrum, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 4 fracture of sacrum, subsequent encounter for fracture with routine healing",1,"type 4 fracture of sacrum, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30017,S32.17XG,"Type 4 fracture of sacrum, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 4 fracture of sacrum, subsequent encounter for fracture with delayed healing",1,"type 4 fracture of sacrum, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30018,S32.17XK,"Type 4 fracture of sacrum, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 4 fracture of sacrum, subsequent encounter for fracture with nonunion",1,"type 4 fracture of sacrum, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30019,S32.17XS,"Type 4 fracture of sacrum, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Type 4 fracture of sacrum, sequela",1,"type 4 fracture of sacrum, sequela",CMS_ICD-10-CM_tabular_order
30020,S32.19XA,"Other fracture of sacrum, init encntr for closed fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Other fracture of sacrum, initial encounter for closed fracture",1,"other fracture of sacrum, init encntr for closed fracture",CMS_ICD-10-CM_tabular_order
30021,S32.19XB,"Other fracture of sacrum, init encntr for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Other fracture of sacrum, initial encounter for open fracture",1,"other fracture of sacrum, init encntr for open fracture",CMS_ICD-10-CM_tabular_order
30022,S32.19XD,"Oth fracture of sacrum, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Other fracture of sacrum, subsequent encounter for fracture with routine healing",1,"oth fracture of sacrum, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30023,S32.19XG,"Oth fracture of sacrum, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Other fracture of sacrum, subsequent encounter for fracture with delayed healing",1,"oth fracture of sacrum, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30024,S32.19XK,"Oth fracture of sacrum, subs encntr for fracture w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Other fracture of sacrum, subsequent encounter for fracture with nonunion",1,"oth fracture of sacrum, subs encntr for fracture w nonunion",CMS_ICD-10-CM_tabular_order
30025,S32.19XS,"Other fracture of sacrum, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Other fracture of sacrum, sequela",1,"other fracture of sacrum, sequela",CMS_ICD-10-CM_tabular_order
30026,S32.2XXA,"Fracture of coccyx, initial encounter for closed fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Fracture of coccyx, initial encounter for closed fracture",1,"fracture of coccyx, initial encounter for closed fracture",CMS_ICD-10-CM_tabular_order
30027,S32.2XXB,"Fracture of coccyx, initial encounter for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Fracture of coccyx, initial encounter for open fracture",1,"fracture of coccyx, initial encounter for open fracture",CMS_ICD-10-CM_tabular_order
30028,S32.2XXD,"Fracture of coccyx, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Fracture of coccyx, subsequent encounter for fracture with routine healing",1,"fracture of coccyx, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30029,S32.2XXG,"Fracture of coccyx, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Fracture of coccyx, subsequent encounter for fracture with delayed healing",1,"fracture of coccyx, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30030,S32.2XXK,"Fracture of coccyx, subs encntr for fracture with nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Fracture of coccyx, subsequent encounter for fracture with nonunion",1,"fracture of coccyx, subs encntr for fracture with nonunion",CMS_ICD-10-CM_tabular_order
30031,S32.2XXS,"Fracture of coccyx, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Fracture of coccyx, sequela",1,"fracture of coccyx, sequela",CMS_ICD-10-CM_tabular_order
30032,S32.301A,"Unsp fracture of right ilium, init for clos fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of right ilium, initial encounter for closed fracture",1,"unsp fracture of right ilium, init for clos fx",CMS_ICD-10-CM_tabular_order
30033,S32.301B,"Unsp fracture of right ilium, init encntr for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of right ilium, initial encounter for open fracture",1,"unsp fracture of right ilium, init encntr for open fracture",CMS_ICD-10-CM_tabular_order
30034,S32.301D,"Unsp fracture of right ilium, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of right ilium, subsequent encounter for fracture with routine healing",1,"unsp fracture of right ilium, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30035,S32.301G,"Unsp fracture of right ilium, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of right ilium, subsequent encounter for fracture with delayed healing",1,"unsp fracture of right ilium, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30036,S32.301K,"Unsp fracture of right ilium, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of right ilium, subsequent encounter for fracture with nonunion",1,"unsp fracture of right ilium, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30037,S32.301S,"Unspecified fracture of right ilium, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of right ilium, sequela",1,"unspecified fracture of right ilium, sequela",CMS_ICD-10-CM_tabular_order
30038,S32.302A,"Unsp fracture of left ilium, init encntr for closed fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of left ilium, initial encounter for closed fracture",1,"unsp fracture of left ilium, init encntr for closed fracture",CMS_ICD-10-CM_tabular_order
30039,S32.302B,"Unsp fracture of left ilium, init encntr for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of left ilium, initial encounter for open fracture",1,"unsp fracture of left ilium, init encntr for open fracture",CMS_ICD-10-CM_tabular_order
30040,S32.302D,"Unsp fracture of left ilium, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of left ilium, subsequent encounter for fracture with routine healing",1,"unsp fracture of left ilium, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30041,S32.302G,"Unsp fracture of left ilium, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of left ilium, subsequent encounter for fracture with delayed healing",1,"unsp fracture of left ilium, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30042,S32.302K,"Unsp fracture of left ilium, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of left ilium, subsequent encounter for fracture with nonunion",1,"unsp fracture of left ilium, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30043,S32.302S,"Unspecified fracture of left ilium, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of left ilium, sequela",1,"unspecified fracture of left ilium, sequela",CMS_ICD-10-CM_tabular_order
30044,S32.309A,"Unsp fracture of unsp ilium, init encntr for closed fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of unspecified ilium, initial encounter for closed fracture",1,"unsp fracture of unsp ilium, init encntr for closed fracture",CMS_ICD-10-CM_tabular_order
30045,S32.309B,"Unsp fracture of unsp ilium, init encntr for open fracture",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of unspecified ilium, initial encounter for open fracture",1,"unsp fracture of unsp ilium, init encntr for open fracture",CMS_ICD-10-CM_tabular_order
30046,S32.309D,"Unsp fracture of unsp ilium, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of unspecified ilium, subsequent encounter for fracture with routine healing",1,"unsp fracture of unsp ilium, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30047,S32.309G,"Unsp fracture of unsp ilium, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of unspecified ilium, subsequent encounter for fracture with delayed healing",1,"unsp fracture of unsp ilium, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30048,S32.309K,"Unsp fracture of unsp ilium, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of unspecified ilium, subsequent encounter for fracture with nonunion",1,"unsp fracture of unsp ilium, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30049,S32.309S,"Unspecified fracture of unspecified ilium, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Unspecified fracture of unspecified ilium, sequela",1,"unspecified fracture of unspecified ilium, sequela",CMS_ICD-10-CM_tabular_order
30050,S32.311A,"Displaced avulsion fracture of right ilium, init for clos fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of right ilium, initial encounter for closed fracture",1,"displaced avulsion fracture of right ilium, init for clos fx",CMS_ICD-10-CM_tabular_order
30051,S32.311B,"Displaced avulsion fracture of right ilium, init for opn fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of right ilium, initial encounter for open fracture",1,"displaced avulsion fracture of right ilium, init for opn fx",CMS_ICD-10-CM_tabular_order
30052,S32.311D,"Displaced avulsion fx right ilium, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of right ilium, subsequent encounter for fracture with routine healing",1,"displaced avulsion fx right ilium, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30053,S32.311G,"Displaced avulsion fx right ilium, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of right ilium, subsequent encounter for fracture with delayed healing",1,"displaced avulsion fx right ilium, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30054,S32.311K,"Displaced avulsion fx right ilium, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of right ilium, subsequent encounter for fracture with nonunion",1,"displaced avulsion fx right ilium, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30055,S32.311S,"Displaced avulsion fracture of right ilium, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of right ilium, sequela",1,"displaced avulsion fracture of right ilium, sequela",CMS_ICD-10-CM_tabular_order
30056,S32.312A,"Displaced avulsion fracture of left ilium, init for clos fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of left ilium, initial encounter for closed fracture",1,"displaced avulsion fracture of left ilium, init for clos fx",CMS_ICD-10-CM_tabular_order
30057,S32.312B,"Displaced avulsion fracture of left ilium, init for opn fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of left ilium, initial encounter for open fracture",1,"displaced avulsion fracture of left ilium, init for opn fx",CMS_ICD-10-CM_tabular_order
30058,S32.312D,"Displaced avulsion fx left ilium, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of left ilium, subsequent encounter for fracture with routine healing",1,"displaced avulsion fx left ilium, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30059,S32.312G,"Displaced avulsion fx left ilium, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of left ilium, subsequent encounter for fracture with delayed healing",1,"displaced avulsion fx left ilium, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30060,S32.312K,"Displaced avulsion fx left ilium, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of left ilium, subsequent encounter for fracture with nonunion",1,"displaced avulsion fx left ilium, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30061,S32.312S,"Displaced avulsion fracture of left ilium, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of left ilium, sequela",1,"displaced avulsion fracture of left ilium, sequela",CMS_ICD-10-CM_tabular_order
30062,S32.313A,"Displaced avulsion fracture of unsp ilium, init for clos fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of unspecified ilium, initial encounter for closed fracture",1,"displaced avulsion fracture of unsp ilium, init for clos fx",CMS_ICD-10-CM_tabular_order
30063,S32.313B,"Displaced avulsion fracture of unsp ilium, init for opn fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of unspecified ilium, initial encounter for open fracture",1,"displaced avulsion fracture of unsp ilium, init for opn fx",CMS_ICD-10-CM_tabular_order
30064,S32.313D,"Displaced avulsion fx unsp ilium, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with routine healing",1,"displaced avulsion fx unsp ilium, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30065,S32.313G,"Displaced avulsion fx unsp ilium, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with delayed healing",1,"displaced avulsion fx unsp ilium, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30066,S32.313K,"Displaced avulsion fx unsp ilium, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of unspecified ilium, subsequent encounter for fracture with nonunion",1,"displaced avulsion fx unsp ilium, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30067,S32.313S,"Displaced avulsion fracture of unspecified ilium, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced avulsion fracture of unspecified ilium, sequela",1,"displaced avulsion fracture of unspecified ilium, sequela",CMS_ICD-10-CM_tabular_order
30068,S32.314A,"Nondisplaced avulsion fracture of right ilium, init",injury_poisoning,XIX,"Injury, poisoning and external causes","Nondisplaced avulsion fracture of right ilium, initial encounter for closed fracture",1,"nondisplaced avulsion fracture of right ilium, init",CMS_ICD-10-CM_tabular_order
30069,S32.314B,"Nondisp avulsion fracture of right ilium, init for opn fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Nondisplaced avulsion fracture of right ilium, initial encounter for open fracture",1,"nondisp avulsion fracture of right ilium, init for opn fx",CMS_ICD-10-CM_tabular_order
30070,S32.314D,"Nondisp avulsion fx right ilium, subs for fx w routn heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Nondisplaced avulsion fracture of right ilium, subsequent encounter for fracture with routine healing",1,"nondisp avulsion fx right ilium, subs for fx w routn heal",CMS_ICD-10-CM_tabular_order
30071,S32.314G,"Nondisp avulsion fx right ilium, subs for fx w delay heal",injury_poisoning,XIX,"Injury, poisoning and external causes","Nondisplaced avulsion fracture of right ilium, subsequent encounter for fracture with delayed healing",1,"nondisp avulsion fx right ilium, subs for fx w delay heal",CMS_ICD-10-CM_tabular_order
30072,S32.314K,"Nondisp avulsion fx right ilium, subs for fx w nonunion",injury_poisoning,XIX,"Injury, poisoning and external causes","Nondisplaced avulsion fracture of right ilium, subsequent encounter for fracture with nonunion",1,"nondisp avulsion fx right ilium, subs for fx w nonunion",CMS_ICD-10-CM_tabular_order
30073,S32.314S,"Nondisplaced avulsion fracture of right ilium, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Nondisplaced avulsion fracture of right ilium, sequela",1,"nondisplaced avulsion fracture of right ilium, sequela",CMS_ICD-10-CM_tabular_order
