condition_id,icd10_code,condition_name,icd10_category,chapter_code,chapter_title,long_description,is_billable,search_name,source
50001,S82.51XM,"Disp fx of med malleolus of r tibia, 7thM",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with nonunion",1,"disp fx of med malleolus of r tibia, 7thm",CMS_ICD-10-CM_tabular_order
50002,S82.51XN,"Disp fx of med malleolus of r tibia, 7thN",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",1,"disp fx of med malleolus of r tibia, 7thn",CMS_ICD-10-CM_tabular_order
50003,S82.51XP,"Disp fx of med malleolus of r tibia, 7thP",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with malunion",1,"disp fx of med malleolus of r tibia, 7thp",CMS_ICD-10-CM_tabular_order
50004,S82.51XQ,"Disp fx of med malleolus of r tibia, 7thQ",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with malunion",1,"disp fx of med malleolus of r tibia, 7thq",CMS_ICD-10-CM_tabular_order
50005,S82.51XR,"Disp fx of med malleolus of r tibia, 7thR",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",1,"disp fx of med malleolus of r tibia, 7thr",CMS_ICD-10-CM_tabular_order
50006,S82.51XS,"Disp fx of medial malleolus of right tibia, sequela",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of right tibia, sequela",1,"disp fx of medial malleolus of right tibia, sequela",CMS_ICD-10-CM_tabular_order
50007,S82.52XA,"Disp fx of medial malleolus of left tibia, init for clos fx",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of left tibia, initial encounter for closed fracture",1,"disp fx of medial malleolus of left tibia, init for clos fx",CMS_ICD-10-CM_tabular_order
50008,S82.52XB,"Disp fx of med malleolus of l tibia, 7thB",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of left tibia, initial encounter for open fracture type I or II",1,"disp fx of med malleolus of l tibia, 7thb",CMS_ICD-10-CM_tabular_order
50009,S82.52XC,"Disp fx of med malleolus of l tibia, 7thC",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",1,"disp fx of med malleolus of l tibia, 7thc",CMS_ICD-10-CM_tabular_order
50010,S82.52XD,"Disp fx of med malleolus of l tibia, 7thD",injury_poisoning,XIX,"Injury, poisoning and external causes","Displaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with routine healing",1,"disp fx of med malleolus of l tibia, 7thd",CMS_ICD-10-CM_tabular_order
