symptom_id,symptom_name,category,description,related_body_system,search_name,source
24001,Insulinoma,general,HPO HP:0012197: A type of tumor of the pancreatic beta cells that secretes excess insulin and can result in hypoglycemia.,general,insulinoma,HPO
24002,Intcrn Space-occupying Lesion Found On Dx Imaging of Cnsl,dermatological,ICD-10-CM R90.0: Intracranial space-occupying lesion found on diagnostic imaging of central nervous system,integumentary,intcrn space occupying lesion found on dx imaging of cnsl,ICD-10-CM
24003,Intellectual Deterioration,general,"HPO exact synonym for Mental Deterioration. HPO HP:0001268: Loss of previously present mental abilities, generally in adults.",general,intellectual deterioration,HPO
24004,Intellectual Disability,general,"HPO HP:0001249: The term intellectual disability or intellectual developmental disorder is used to describe significantly sub-average intellectual and adaptive functioning based on clinical assessment and as measured by individually administered, appropriately normed, standardized and validated tests of intellectual functioning and adaptive behavior, with onset during the developmental period from infancy through adolescence.",general,intellectual disability,HPO
24005,"Intellectual Disability, Borderline",general,HPO exact synonym for Borderline Intellectual Disability. HPO HP:0006889: Borderline intellectual disability is defined as an intelligence quotient (IQ) in the range of 70-85.,general,intellectual disability borderline,HPO
24006,"Intellectual Disability, Mild",general,"HPO exact synonym for Mild Intellectual Disability. HPO HP:0001256: Mild intellectual disability (ID) is defined as a type of ID characterized by mildly sub-average adaptive functioning and intellectual functioning, with an intelligence quotient (IQ) the range of 50-69.",general,intellectual disability mild,HPO
24007,"Intellectual Disability, Moderate",general,"HPO exact synonym for Moderate Intellectual Disability. HPO HP:0002342: Moderate intellectual disability (ID) is defined as a type of ID characterized by moderately sub-average adaptive functioning and intellectual functioning, with an intelligence quotient (IQ) the range of 35-49.",general,intellectual disability moderate,HPO
24008,"Intellectual Disability, Profound",general,"HPO exact synonym for Profound Intellectual Disability. HPO HP:0002187: Profound intellectual disability (ID) is defined as a type of ID characterized by profoundly sub-average adaptive functioning and intellectual functioning, with an intelligence quotient (IQ) below 20.",general,intellectual disability profound,HPO
24009,"Intellectual Disability, Severe",general,"HPO exact synonym for Severe Intellectual Disability. HPO HP:0010864: Severe intellectual disability (ID) is defined as a type of ID characterized by severely sub-average adaptive functioning and intellectual functioning, with an intelligence quotient (IQ) the range of 20-34.",general,intellectual disability severe,HPO
24010,Intellectual Impairment,general,"HPO exact synonym for Cognitive Impairment. HPO HP:0100543: Abnormal cognition is characterized by deficits in thinking, reasoning, or remembering.",general,intellectual impairment,HPO
24011,Intense Attachment to Unusual Objects,general,HPO HP:5200133: Human Phenotype Ontology term HP:5200133: Intense Attachment to Unusual Objects.,general,intense attachment to unusual objects,HPO
24012,Intense Psychological Distress to Cues,mental_health,HPO HP:0032941: Intense or prolonged psychological distress occurs when individuals are exposed to internal or external cues that symbolize or resemble an aspect of the traumatic event or events.,mental_behavioral,intense psychological distress to cues,HPO
24013,Intensity,general,HPO exact synonym for Severity. HPO HP:0012824: The intensity or degree of a manifestation.,general,intensity,HPO
24014,Intention Tremor,neurological,"HPO HP:0002080: A type of kinetic tremor that occurs during target directed movement is called intention tremor. That is, an oscillatory cerebellar ataxia that tends to be absent when the limbs are inactive and during the first part of voluntary movement but worsening as the movement continues and greater precision is required (e.g., in touching a target such as the patient's nose or a physician's finger).",nervous,intention tremor,HPO
24015,Intercalary Polydactyly,general,HPO exact synonym for Mesoaxial Polydactyly. HPO HP:0100260: The presence of a supernumerary finger or toe (not a thumb or hallux) involving the third or fourth metacarpal/tarsal with associated osseous syndactyly.,general,intercalary polydactyly,HPO
24016,Intercostal Muscle Weakness,neurological,"HPO HP:0004878: Lack of strength of the intercostal muscles, i.e., of the muscle groups running along the ribs that create and move the chest wall.",nervous,intercostal muscle weakness,HPO
24017,Intercostal Pain,pain,ICD-10-CM R07.82: Intercostal pain,general,intercostal pain,ICD-10-CM
24018,Intercostal Retractions,general,HPO HP:0030864: A pulling inward of the soft tissues between the ribs upon inhalation. This is a sign of increased use of the chest muscles for breathing and is a manifestation of respiratory distress.,general,intercostal retractions,HPO
24019,Intercrural Pterygium,general,HPO HP:0009757: A pterygium (or pterygia) in the intercrural (groin) region.,general,intercrural pterygium,HPO
24020,Interdigital Finger Polydactyly,general,HPO exact synonym for Mesoaxial Hand Polydactyly. HPO HP:0006159: The presence of a supernumerary finger (not a thumb) involving the third or fourth metacarpal with associated osseous syndactyly.,general,interdigital finger polydactyly,HPO
24021,Interdigital Loops,general,HPO HP:0100888: Human Phenotype Ontology term HP:0100888: Interdigital Loops.,general,interdigital loops,HPO
24022,Interface Hepatitis,general,HPO HP:0032220: Inflammation of the liver characterized by a mononuclear cell infiltrate whereby portal inflammatory cells extend through the limiting plate between the portal tract and liver parenchyma.,general,interface hepatitis,HPO
24023,Interferon-alpha High in Blood,general,HPO exact synonym for Increased Circulating Interferon-alpha Concentration. HPO HP:0034513: An elevation in the concentration of interferon alpha measured in the blood circulation.,general,interferon alpha high in blood,HPO
24024,Interhemispheric Cyst,general,"HPO HP:0032327: Cystic collection (sac-like, fluid containing pocket of membranous tissue) located in the interhemispheric fissure, with or without communication with the ventricular system.",general,interhemispheric cyst,HPO
24025,Interhypothalamic Adhesion,general,HPO HP:0033105: An abnormal parenchymal band connecting the medial margins of the left and right hypothalami across the third ventricle.,general,interhypothalamic adhesion,HPO
24026,Interictal EEG Abnormality,general,"HPO HP:0025373: Interictal refers to a period of time between epileptic seizures. Electroencephalographic (EEG) patterns are important in the differential diagnosis of epilepsy, and the EEG is almost always abnormal during a seizure. Some persons with seizures may show EEG abnormalities between seizures, while others do not. In some cases, multiple interictal EEGs must be recorded before an abnormality is observed. In most cases the electrographic pattern of seizure onset is completely different from the activity recorded during interictal discharge.",general,interictal eeg abnormality,HPO
24027,Interictal Epileptiform Activity,general,"HPO HP:0011182: Epileptiform activity refers to distinctive EEG waves or complexes distinguished from background activity found in in a proportion of human subjects with epilepsy, but which can also be found in subjects without seizures. Interictal epileptiform activity refers to such activity that occurs in the absence of a clinical or subclinical seizure.",general,interictal epileptiform activity,HPO
24028,Interictal Vestibular Dysfunction,general,HPO exact synonym for Abnormal Vestibular Function. HPO HP:0001751: An abnormality of the functioning of the vestibular apparatus.,general,interictal vestibular dysfunction,HPO
24029,Interlobular Arterial Intima/media Amyloidosis,general,"HPO exact synonym for Cortical Radial Artery Intimal/medial Amyloidosis. HPO HP:0033887: Amorphous extracellular substance in the glomerular, interstitial or vascular compartments of the interlobular arteries of the kidney. Congo-red positive with typically an apple green birerfingence on polarization microscopy, and 8-12",general,interlobular arterial intima media amyloidosis,HPO
24030,Interlobular Artery Medial Atrophy,general,"HPO exact synonym for Cortical Radial Artery Medial Atrophy. HPO HP:0033912: Atrophy (wasting, decreased thickness) of the middle layer of the cortical radial arteries (also known as the interlobular arteries) of the kidney.",general,interlobular artery medial atrophy,HPO
24031,Interlobular Artery Medial Hypertrophy,general,HPO exact synonym for Cortical Radial Artery Medial Hypertrophy. HPO HP:0033911: Increased thickness of the middle layer of the cortical radial arteries (also known as the interlobular arteries) of the kidney.,general,interlobular artery medial hypertrophy,HPO
24032,Interlobular Artery Medial/intimal Arteriitis,general,HPO exact synonym for Cortical Radial Artery Medial/intimal Arteriitis. HPO HP:0033913: Inflammation of a the intima or the entire wall of cortical radial arteries (also known as the interlobular arteries) of the kidney.,general,interlobular artery medial intimal arteriitis,HPO
24033,Interlobular Bile Duct Destruction,general,HPO HP:0025344: Damage to and obliteration of intrahepatic bile ducts (bile ducts that transport bile between the Canals of Hering and the interlobar bile ducts).,general,interlobular bile duct destruction,HPO
24034,Interlobular Intima/media Venosclerosis,general,HPO HP:0033964: Thickening of the intima with fibrosis and/or duplication of the elastic lamina in interlobular veins of the kidney.,general,interlobular intima media venosclerosis,HPO
24035,Interlobular Lines (pulmonary CT Finding),general,HPO exact synonym for Interlobular Septal Thickening. HPO HP:0030879: Presence of thickening of the interlobular septa of the lungs as seen on a CT scan.,general,interlobular lines pulmonary ct finding,HPO
24036,Interlobular Septal Thickening,general,HPO HP:0030879: Presence of thickening of the interlobular septa of the lungs as seen on a CT scan.,general,interlobular septal thickening,HPO
24037,Interlobular Vein Intima/media Amyloidosis,general,"HPO HP:0033966: Amorphous extracellular substance in the glomerular, interstitial or vascular compartments of the interlobular veins of the kidney. Congo-red positive with typically an apple green birerfingence on polarization microscopy, and 8-12 nm fibrils on electron microscopy",general,interlobular vein intima media amyloidosis,HPO
24038,Interlobular Vein Intima/media Coagulative Necrosis,general,HPO HP:0033971: A type of interlobular vein intima/media necrosis in which the dead (necrotic) tissue retains the outlines of the dead structures.,general,interlobular vein intima media coagulative necrosis,HPO
24039,Interlobular Vein Intima/media Granulomatous Venulitis,general,HPO HP:0033968: A type of interlobular vein intima/media venulitis that is characterized by circumscribed inflammatory lesions comprised primarily of macrophages present in inflamed veins.,general,interlobular vein intima media granulomatous venulitis,HPO
24040,Interlobular Vein Intima/media Liquefactive Necrosis,general,HPO HP:0033970: A type of interlobular vein intima/media necrosis in which the dead (necrotic) tissue breaks down such that cellular detail is no longer recognized.,general,interlobular vein intima media liquefactive necrosis,HPO
24041,Interlobular Vein Intima/media Multilamellation,general,"HPO HP:0033974: Myointimal hyperplasia of the inner and middle layer of the interlobular veins of the kidney, arranged in multiple concentric layers.",general,interlobular vein intima media multilamellation,HPO
24042,Interlobular Vein Intima/media Necrosis,general,HPO HP:0033969: Cell death (necrosis) in the inner or middle layer of the interlobular vein of the kidney.,general,interlobular vein intima media necrosis,HPO
24043,Interlobular Vein Intima/media Onion Skinning,general,"HPO exact synonym for Interlobular Vein Intima/media Multilamellation. HPO HP:0033974: Myointimal hyperplasia of the inner and middle layer of the interlobular veins of the kidney, arranged in multiple concentric layers.",general,interlobular vein intima media onion skinning,HPO
24044,Interlobular Vein Intima/media Venulitis,general,HPO HP:0033967: Inflammation of the interlobular veins of the kidney which may affect only the intima or may be transmural.,general,interlobular vein intima media venulitis,HPO
24045,Interlobular Vein Intimal Mucoid Edema,cardiovascular,HPO HP:0033965: Accumulation of edematous extracellular matrix in the intima of the interlobular vein of the kidney. This material resembles mucus and stains pale blue on hematoxylin and eosin staining.,cardiovascular,interlobular vein intimal mucoid edema,HPO
24046,Interlobular Vein Medial Atrophy,general,"HPO HP:0033972: Atrophy (wasting, decreased thickness) of the medial layer pf the interlobular veins of the kidney.",general,interlobular vein medial atrophy,HPO
24047,Interlobular Vein Medial Hypertrophy,general,HPO HP:0033973: Increased thickness of middle layer of the interlobular veins of the kidney.,general,interlobular vein medial hypertrophy,HPO
24048,Intermediate Atrioventricular Canal Defect,general,"HPO HP:0011576: A specific combination of heart defects with a primum atrial septal defect, cleft anterior mitral valve leaflet, and inlet ventricular defect. There is one valve annulus and two valve orifices.",general,intermediate atrioventricular canal defect,HPO
24049,Intermediate Atrioventricular Septal Defect,general,"HPO exact synonym for Intermediate Atrioventricular Canal Defect. HPO HP:0011576: A specific combination of heart defects with a primum atrial septal defect, cleft anterior mitral valve leaflet, and inlet ventricular defect. There is one valve annulus and two valve orifices.",general,intermediate atrioventricular septal defect,HPO
24050,Intermediate Uveitis,general,HPO HP:0012124: Inflammation of the uveal tract in which the primary site of inflammation is the vitreous.,general,intermediate uveitis,HPO
24051,Intermediate Young Adult Onset,general,HPO HP:0025709: Onset of disease at an age of greater than or equal to 19 to under 25 years.,general,intermediate young adult onset,HPO
24052,Intermenstrual Bleeding,reproductive,HPO exact synonym for Metrorrhagia. HPO HP:0100608: Bleeding at irregular intervals.,hematologic,intermenstrual bleeding,HPO
24053,Intermittent,general,"HPO exact synonym for Recurrent. HPO HP:0031796: Applies to a sign, symptom or manifestation that occurs multiple times separated by intervals in which the sign, symptom, or manifestation is not present.",general,intermittent,HPO
24054,Intermittent Abnormally Low Body Temperature,general,HPO exact synonym for Intermittent Hypothermia. HPO HP:0005964: Episodes of reduced body temperature.,general,intermittent abnormally low body temperature,HPO
24055,Intermittent Atrial Fibrillation,general,HPO exact synonym for Paroxysmal Atrial Fibrillation. HPO HP:0004757: Episodes of atrial fibrillation that typically last for several hours up to one day and terminate spontaneously.,general,intermittent atrial fibrillation,HPO
24056,Intermittent Cerebellar Ataxia,neurological,"HPO exact synonym for Episodic Ataxia. HPO HP:0002131: Periodic spells of incoordination and imbalance, that is, episodes of ataxia typically lasting from 10 minutes to several hours or days.",nervous,intermittent cerebellar ataxia,HPO
24057,Intermittent Claudication,cardiovascular,"HPO HP:0004417: Intermittent claudication is a symptom of peripheral arterial occlusive disease. After having walked over a distance which is individually characteristic, the patients experience pain or cramps in the calves, feet or thighs which typically subsides on standing still.",cardiovascular,intermittent claudication,HPO
24058,Intermittent Diarrhea,gastrointestinal,HPO HP:0002254: Repeated episodes of diarrhea separated by periods without diarrhea.,gastrointestinal,intermittent diarrhea,HPO
24059,Intermittent Diarrhoea,general,HPO exact synonym for Intermittent Diarrhea. HPO HP:0002254: Repeated episodes of diarrhea separated by periods without diarrhea.,general,intermittent diarrhoea,HPO
24060,Intermittent Episodes of Respiratory Insufficiency Due to Muscle Weakness,respiratory,HPO HP:0004889: Human Phenotype Ontology term HP:0004889: Intermittent Episodes of Respiratory Insufficiency Due to Muscle Weakness.,nervous,intermittent episodes of respiratory insufficiency due to muscle weakness,HPO
24061,Intermittent Fever,infectious,HPO exact synonym for Recurrent Fever. HPO HP:0001954: Periodic (episodic or recurrent) bouts of fever.,general,intermittent fever,HPO
