symptom_id,symptom_name,category,description,related_body_system,search_name,source
26001,Low Levels of Vitamin E,general,HPO exact synonym for Decreased Circulating Vitamin E Concentration. HPO HP:0100513: A reduced concentration of vitamin E in the blood circulation. Vitamin E is a lipophilic vitamin that is also known as alpha-tocopherol.,general,low levels of vitamin e,HPO
26002,Low Levels of Vitamin K,general,HPO exact synonym for Decreased Circulating Vitamin K Concentration. HPO HP:0011892: The concentration of vitamin K in the blood circulation is below the lower limit of normal.,general,low levels of vitamin k,HPO
26003,Low Lymphocyte Number,general,HPO exact synonym for Decreased Total Lymphocyte Count. HPO HP:0001888: A reduced number of lymphocytes in the blood.,general,low lymphocyte number,HPO
26004,Low Lysine Levels in Cerebrospinal Fluid,general,HPO exact synonym for Decreased CSF Lysine Concentration. HPO HP:0500207: Abnormally decreased levels of lysine in cerebrospinal fluid.,general,low lysine levels in cerebrospinal fluid,HPO
26005,Low Maternal Circulating Alpha-fetoprotein Concentration,general,HPO HP:0010570: An abnormally low concentration of serum alpha-fetoprotein as compared to normal values for gestational-age.,general,low maternal circulating alpha fetoprotein concentration,HPO
26006,Low Maternal Circulating Chorionic Gonadotropin Concentration,general,HPO HP:0011434: An abnormally low concentration of maternal serum human chorionic gonadotropin as compared to normal values for gestational-age.,general,low maternal circulating chorionic gonadotropin concentration,HPO
26007,Low Maternal Circulating Estriol Concentration,general,HPO HP:0008073: An abnormally low concentration of serum conjugated estriol as compared to normal values for gestational-age.,general,low maternal circulating estriol concentration,HPO
26008,Low Maternal Circulating PAPP-A Concentration,general,"HPO HP:0011435: An abnormally low concentration of serum PAPP-A (pregnancy associated plasma protein A), as compared to normal values for gestational-age.",general,low maternal circulating papp a concentration,HPO
26009,Low Maternal Serum Alpha-fetoprotein,general,HPO exact synonym for Low Maternal Circulating Alpha-fetoprotein Concentration. HPO HP:0010570: An abnormally low concentration of serum alpha-fetoprotein as compared to normal values for gestational-age.,general,low maternal serum alpha fetoprotein,HPO
26010,Low Maternal Serum Chorionic Gonadotropin,general,HPO exact synonym for Low Maternal Circulating Chorionic Gonadotropin Concentration. HPO HP:0011434: An abnormally low concentration of maternal serum human chorionic gonadotropin as compared to normal values for gestational-age.,general,low maternal serum chorionic gonadotropin,HPO
26011,Low Maternal Serum Estriol,general,HPO exact synonym for Low Maternal Circulating Estriol Concentration. HPO HP:0008073: An abnormally low concentration of serum conjugated estriol as compared to normal values for gestational-age.,general,low maternal serum estriol,HPO
26012,Low Maternal Serum HCG,general,HPO exact synonym for Low Maternal Circulating Chorionic Gonadotropin Concentration. HPO HP:0011434: An abnormally low concentration of maternal serum human chorionic gonadotropin as compared to normal values for gestational-age.,general,low maternal serum hcg,HPO
26013,Low Maternal Serum PAPP-A,general,"HPO exact synonym for Low Maternal Circulating PAPP-A Concentration. HPO HP:0011435: An abnormally low concentration of serum PAPP-A (pregnancy associated plasma protein A), as compared to normal values for gestational-age.",general,low maternal serum papp a,HPO
26014,Low Maternal Vitamin B12 Concentration,general,HPO HP:6000518: The concentration of vitamin B12 in the mother's blood during pregnancy is below the lower limit of normal.,general,low maternal vitamin b12 concentration,HPO
26015,Low Mood,mental_health,Patient-friendly term for depressed mood.,mental_behavioral,low mood,Clinical_Curated
26016,Low Muscle Tone,musculoskeletal,"HPO exact synonym for Hypotonia. HPO HP:0001252: Hypotonia is an abnormally low muscle tone (the amount of tension or resistance to movement in a muscle). Even when relaxed, muscles have a continuous and passive partial contraction which provides some resistance to passive stretchin",musculoskeletal,low muscle tone,HPO
26017,Low Muscle Tone in Trunk,musculoskeletal,HPO exact synonym for Axial Hypotonia. HPO HP:0008936: Muscular hypotonia (abnormally low muscle tone) affecting the musculature of the trunk.,musculoskeletal,low muscle tone in trunk,HPO
26018,"Low Muscle Tone, in Neonatal Onset",pediatric,HPO exact synonym for Neonatal Hypotonia. HPO HP:0001319: Muscular hypotonia (abnormally low muscle tone) manifesting in the neonatal period.,musculoskeletal,low muscle tone in neonatal onset,HPO
26019,Low Nasal Bridge,general,HPO exact synonym for Depressed Nasal Bridge. HPO HP:0005280: Posterior positioning of the nasal root in relation to the overall facial profile for age.,general,low nasal bridge,HPO
26020,Low Nasal Nitric Oxide Level,general,HPO exact synonym for Decreased Nasal Nitric Oxide. HPO HP:0033036: Reduced level of nasal nitric oxide (nNO). Current American Thoracic Society/European Respiratory Society (ATS/ERS) guidelines for nNO measurements recommend air aspiration via a nasal probe while the subject exhales through the mouth,general,low nasal nitric oxide level,HPO
26021,Low Nasal Root,general,HPO exact synonym for Depressed Nasal Bridge. HPO HP:0005280: Posterior positioning of the nasal root in relation to the overall facial profile for age.,general,low nasal root,HPO
26022,Low Neutrophil Alkaline Phosphatase,general,"HPO HP:0041044: An abnormally reduced level of alkaline phosphatase in neutrophils, which could be due to absence of enzyme or the production of defective enzyme.",general,low neutrophil alkaline phosphatase,HPO
26023,Low Neutrophil Count,general,"HPO exact synonym for Decreased Total Neutrophil Count. HPO HP:0001875: Abnormal decrease of absolute number of neutrophils in the blood, per microlitre, compared to a reference range for a given sex and age-group.",general,low neutrophil count,HPO
26024,Low Number of Red Blood Cells or Haemoglobin,general,HPO exact synonym for Anemia. HPO HP:0001903: A reduction in erythrocytes volume or hemoglobin concentration.,general,low number of red blood cells or haemoglobin,HPO
26025,Low Number of Red Blood Cells or Hemoglobin,general,HPO exact synonym for Anemia. HPO HP:0001903: A reduction in erythrocytes volume or hemoglobin concentration.,general,low number of red blood cells or hemoglobin,HPO
26026,Low One-minute APGAR Score,general,HPO exact synonym for Low 1-minute APGAR Score. HPO HP:0030918: Human Phenotype Ontology term HP:0030918: Low 1-minute APGAR Score.,general,low one minute apgar score,HPO
26027,Low or Weak Muscle Tone,musculoskeletal,"HPO exact synonym for Hypotonia. HPO HP:0001252: Hypotonia is an abnormally low muscle tone (the amount of tension or resistance to movement in a muscle). Even when relaxed, muscles have a continuous and passive partial contraction which provides some resistance to passive stretchin",musculoskeletal,low or weak muscle tone,HPO
26028,Low Parathyroid Hormone,endocrine_metabolic,HPO exact synonym for Hypoparathyroidism. HPO HP:0000829: A condition caused by a deficiency of parathyroid hormone characterized by hypocalcemia and hyperphosphatemia.,endocrine,low parathyroid hormone,HPO
26029,Low Phenylalanine Levels in Cerebrospinal Fluid,general,HPO exact synonym for Decreased CSF Phenylalanine Concentration. HPO HP:0500224: Abnormally decreased levels of phenylalanine in cerebrospinal fluid.,general,low phenylalanine levels in cerebrospinal fluid,HPO
26030,Low Pitched Voice,general,HPO exact synonym for Abnormally Low-pitched Voice. HPO HP:0010300: A persistent (minutes to hours) abnormal decrease in the pitch of the voice for the context or social situation or significantly different from the baseline of the individual.,general,low pitched voice,HPO
26031,Low Placental Alkaline Phosphatase,general,"HPO HP:0010688: An abnormally reduced level of alkaline phosphatase, placental type in the blood.",general,low placental alkaline phosphatase,HPO
26032,Low Placental ALP,general,"HPO exact synonym for Low Placental Alkaline Phosphatase. HPO HP:0010688: An abnormally reduced level of alkaline phosphatase, placental type in the blood.",general,low placental alp,HPO
26033,Low Plasma Citrulline,general,HPO HP:0003572: A decreased concentration of citrulline in the blood.,general,low plasma citrulline,HPO
26034,Low Plasma Renin Activity,general,HPO exact synonym for Decreased Circulating Renin Concentration. HPO HP:0003351: An decreased level of renin in the blood.,general,low plasma renin activity,HPO
26035,Low Platelet Count,general,HPO exact synonym for Thrombocytopenia. HPO HP:0001873: A reduction in the number of circulating thrombocytes.,general,low platelet count,HPO
26036,Low Pneumococcal Antibody Titer,general,HPO exact synonym for Decreased Specific Pneumococcal Antibody Level. HPO HP:0012476: The presence of normal overall immunoglobulin levels with deficiency of specific immunoglobulins directed against pneumococci.,general,low pneumococcal antibody titer,HPO
26037,Low Posterior Hair Line,general,HPO exact synonym for Low Posterior Hairline. HPO HP:0002162: Hair on the neck extends more inferiorly than usual.,general,low posterior hair line,HPO
26038,Low Posterior Hairline,general,HPO HP:0002162: Hair on the neck extends more inferiorly than usual.,general,low posterior hairline,HPO
26039,Low Pulse Pressure,general,HPO HP:0030851: Reduced amplitude of the pulse pressure (systolic blood pressure minus diastolic blood pressure).,general,low pulse pressure,HPO
26040,Low Self-esteem,general,ICD-10-CM R45.81: Low self-esteem,general,low self esteem,ICD-10-CM
26041,Low Semen Volume,general,"HPO HP:6000135: Volume of semen in ejaculate below the lower limit of normal. This finding can be ascertained by semen analysis. Comment: Sperm are produced within the testis, in the process of spermatogenesis, then travel through the male reproductive tract (the seminiferous tubules, epididymis, vas deferens, prostate and urethra). As the sperm travel, seminal fluid is added from the seminal vesicles, prostate, testis and epididymis and periurethral glands. The function of the ejaculate is to transport sperm into the female genital tract and to provide a suitable environment for sperm...",general,low semen volume,HPO
26042,Low Serine Levels in Cerebrospinal Fluid,general,HPO exact synonym for Decreased CSF Serine Concentration. HPO HP:0500228: Abnormally decreased levels of serine in cerebrospinal fluid.,general,low serine levels in cerebrospinal fluid,HPO
26043,"Low Serum 1,25-dihydroxycholecalciferol",general,"HPO exact synonym for Low Serum Calcitriol. HPO HP:0012052: A reduced concentration of calcitriol in the blood. Calcitriol is also known as 1,25-dihydroxycholecalciferol or 1,25-dihydroxyvitamin D3.",general,low serum 1 25 dihydroxycholecalciferol,HPO
26044,"Low Serum 1,25-dihydroxyvitamin D3",general,"HPO exact synonym for Low Serum Calcitriol. HPO HP:0012052: A reduced concentration of calcitriol in the blood. Calcitriol is also known as 1,25-dihydroxycholecalciferol or 1,25-dihydroxyvitamin D3.",general,low serum 1 25 dihydroxyvitamin d3,HPO
26045,Low Serum 25-hydroxycholecalciferol,general,"HPO exact synonym for Decreased Circulating Calcifediol Concentration. HPO HP:0012053: A reduced concentration of calcifediol in the blood. Calcifediol is also known as calcidiol, 25-hydroxycholecalciferol and 25-Hydroxyvitamin D3.",general,low serum 25 hydroxycholecalciferol,HPO
26046,Low Serum Calcidiol,general,"HPO exact synonym for Decreased Circulating Calcifediol Concentration. HPO HP:0012053: A reduced concentration of calcifediol in the blood. Calcifediol is also known as calcidiol, 25-hydroxycholecalciferol and 25-Hydroxyvitamin D3.",general,low serum calcidiol,HPO
26047,Low Serum Calcifediol,general,"HPO exact synonym for Decreased Circulating Calcifediol Concentration. HPO HP:0012053: A reduced concentration of calcifediol in the blood. Calcifediol is also known as calcidiol, 25-hydroxycholecalciferol and 25-Hydroxyvitamin D3.",general,low serum calcifediol,HPO
26048,Low Serum Calcitriol,general,"HPO HP:0012052: A reduced concentration of calcitriol in the blood. Calcitriol is also known as 1,25-dihydroxycholecalciferol or 1,25-dihydroxyvitamin D3.",general,low serum calcitriol,HPO
26049,Low Serum GAA Concentration,general,HPO exact synonym for Decreased Circulating Guanidinoacetic Acid Concentration. HPO HP:6001352: The concentration of guanidinoacetic acid in the blood circulation is below the lower limit of normal.,general,low serum gaa concentration,HPO
26050,Low Serum Iron,general,HPO exact synonym for Decreased Circulating Iron Concentration. HPO HP:0040303: The concentration of iron in the blood circulation is below the lower limit of normal.,general,low serum iron,HPO
26051,Low Serum Osmolality,general,"HPO HP:6000680: Serum osmolality, which is defined as the sum of the osmolalities of every single dissolved particle in the blood such as sodium and associated anions, potassium, glucose, and urea, is below the lower limit of normal.",general,low serum osmolality,HPO
26052,Low Serum Testosterone Level,general,HPO exact synonym for Decreased Serum Testosterone Concentration. HPO HP:0040171: Human Phenotype Ontology term HP:0040171: Decreased Serum Testosterone Concentration.,general,low serum testosterone level,HPO
26053,Low Serum Testosterone Levels,general,HPO exact synonym for Decreased Serum Testosterone Concentration. HPO HP:0040171: Human Phenotype Ontology term HP:0040171: Decreased Serum Testosterone Concentration.,general,low serum testosterone levels,HPO
26054,Low Set Umbilicus,general,HPO exact synonym for Inferiorly Positioned Umbilicus. HPO HP:0032527: The position of the umbilicus (belly button) is abnormally low (inferior).,general,low set umbilicus,HPO
26055,Low Signal Intensity in the Substantia Nigra On Susceptibility-weighted Imaging (SWI),endocrine_metabolic,HPO exact synonym for Substantia Nigra Hypointensity On Susceptibility-weighted Imaging. HPO HP:0033048: Hypointence (dark) appearance of the substantia nigra inmagnetic resonance imaging using susceptibility weighted imaging (SWI).,endocrine,low signal intensity in the substantia nigra on susceptibility weighted imaging swi,HPO
26056,Low Solidness and Mass of the Bones,musculoskeletal,"HPO exact synonym for Reduced Bone Mineral Density. HPO HP:0004349: A reduction of bone mineral density, that is, of the amount of matter per cubic centimeter of bones.",musculoskeletal,low solidness and mass of the bones,HPO
26057,Low Specific Anti-polysaccharide Antibody Titer,general,HPO exact synonym for Decreased Specific Anti-polysaccharide Antibody Level. HPO HP:0002848: The presence of normal overall immunoglobulin levels with deficiency of specific immunoglobulins directed against bacterial polysaccharides.,general,low specific anti polysaccharide antibody titer,HPO
26058,Low Sperm Count,general,"HPO exact synonym for Oligozoospermia. HPO HP:0000798: Reduced count of spermatozoa in the semen, defined as a sperm count below 20 million per milliliter semen.",general,low sperm count,HPO
26059,Low Spirits,general,"HPO exact synonym for Pathological Sadness. HPO HP:5200273: A negative emotional state characterized by sadness, unhappiness, or sorrow that is excessive in intensity, duration, or resistance to self-regulation compared with culturally appropriate norms or the individual's usual emotional rang",general,low spirits,HPO
26060,Low T Cell Count,general,HPO exact synonym for Decreased Total T Cell Count. HPO HP:0005403: The absolute number of T cells per volume is below the lower limit of normal.,general,low t cell count,HPO
26061,Low T4,general,HPO exact synonym for Hypothyroidism. HPO HP:0000821: Deficiency of thyroid hormone.,general,low t4,HPO
26062,Low Tetrahydrocortisol (THF) Plus 5-alpha-THF/tetrahydrocortisone (THE) Ratio,general,HPO HP:6000185: The relative concentration of tetrahydrocortisol plus 5-alpha-tetrahydrocortisol relative to that of tetrahydrocortisone is below the lower limit of normal.,general,low tetrahydrocortisol thf plus 5 alpha thf tetrahydrocortisone the ratio,HPO
26063,Low Threonine Levels in the Cerebrospinal Fluid,general,HPO exact synonym for Decreased CSF Threonine Concentration. HPO HP:0500213: Abnormally decreased levels of threonine in cerebrospinal fluid.,general,low threonine levels in the cerebrospinal fluid,HPO
26064,Low Thyroid Gland Function Due to Abnormal Pituitary Gland,endocrine_metabolic,HPO exact synonym for Pituitary Hypothyroidism. HPO HP:0008245: A type of hypothyroidism that results from a defect in thyroid-stimulating hormone secretion.,endocrine,low thyroid gland function due to abnormal pituitary gland,HPO
26065,Low Tissue Ferrochelatase Activity,general,"HPO HP:6000697: Concentration or activity of Ferrochelatase (FECH; EC 4.99.1.1) below the lower limit of normal. FECH enzyme can be measured in multiple tissues including leukocytes and cultured fibroblasts. FECH is the terminal enzyme of the heme biosynthetic pathway, and catalyzes the insertion of iron into protoporphyrin to form heme.",general,low tissue ferrochelatase activity,HPO
26066,Low Tissue Non-specific Alkaline Phosphatase,general,"HPO HP:0010683: An abnormally reduced level of alkaline phosphatase, tissue-nonspecific isozyme in the blood.",general,low tissue non specific alkaline phosphatase,HPO
