symptom_id,symptom_name,category,description,related_body_system,search_name,source
20001,Ground-glass Opacification,general,"HPO HP:0025179: On chest radiographs, ground-glass opacity appears as an area of hazy increased lung opacity, usually extensive, within which margins of pulmonary vessels may be indistinct. On CT scans, it appears as hazy increased opacity of lung, with preservation of bronchial and vascular margins. It is caused by partial filling of airspaces, interstitial thickening (due to fluid, cells, and/or fibrosis), partial collapse of alveoli, increased capillary blood volume, or a combination of these, the common factor being the partial displacement of air. Ground-glass opacity is less opaque...",general,ground glass opacification,HPO
20002,Grouped Congenital Hypertrophy of Retinal Pigment Epithelium,reproductive,"HPO exact synonym for Clustered Congenital Hypertrophy of Retinal Pigment Epithelium. HPO HP:0030504: Grouped, flat, well-demarcated pigmented lesions at the level of the pigment epithelium (that are said to resemble bear tracks). Less frequently, the lesions may be white ('polar bear tracks').",reproductive,grouped congenital hypertrophy of retinal pigment epithelium,HPO
20003,Growth Abnormality,general,HPO HP:0001507: Human Phenotype Ontology term HP:0001507: Growth Abnormality.,general,growth abnormality,HPO
20004,Growth Arrest Lines,general,HPO HP:0031164: Growth arrest lines are alternating transverse rings of sclerosis at the metaphysis of a long bone.,general,growth arrest lines,HPO
20005,Growth Deficiency,general,HPO exact synonym for Growth Delay. HPO HP:0001510: A deficiency or slowing down of growth pre- and postnatally.,general,growth deficiency,HPO
20006,Growth Delay,general,HPO HP:0001510: A deficiency or slowing down of growth pre- and postnatally.,general,growth delay,HPO
20007,Growth Delay As Children,general,HPO exact synonym for Postnatal Growth Retardation. HPO HP:0008897: Slow or limited growth after birth.,general,growth delay as children,HPO
20008,Growth Failure,general,HPO exact synonym for Growth Delay. HPO HP:0001510: A deficiency or slowing down of growth pre- and postnatally.,general,growth failure,HPO
20009,Growth Hormone Deficiency,general,HPO exact synonym for Reduced Circulating Growth Hormone Concentration. HPO HP:0034323: Concentration of growth hormone in the blood circulation below normal limits.,general,growth hormone deficiency,HPO
20010,Growth Hormone Excess,general,"HPO exact synonym for Elevated Circulating Growth Hormone Concentration. HPO HP:0000845: Acromegaly is a condition resulting from overproduction of growth hormone by the pituitary gland in persons with closed epiphyses, and consists chiefly in the enlargement of the distal parts of the body. The circumference of the skull",general,growth hormone excess,HPO
