symptom_id,symptom_name,category,description,related_body_system,search_name,source
16001,Elevated GMP Pyrophosphorylase Level,general,HPO exact synonym for Elevated Hypoxanthine-guanine Phosphoribosyltransferase Level. HPO HP:0031822: Abnormally increased level of the enzyme that catalyzes conversion of hypoxanthine to inosine monophosphate and guanine to guanosine monophosphate via transfer of the 5-phosphoribosyl group from 5-phosphoribosyl 1-pyrophosphate.,general,elevated gmp pyrophosphorylase level,HPO
16002,Elevated Gonadotropins,general,"HPO exact synonym for Increased Circulating Gonadotropin Level. HPO HP:0000837: Overproduction of gonadotropins (FSH, LH) by the anterior pituitary gland.",general,elevated gonadotropins,HPO
16003,Elevated Haemoglobin A1c,general,"HPO exact synonym for Elevated Hemoglobin A1c. HPO HP:0040217: An increased concentration of hemoglobin A1c (HbA1c), which is the product of nonenzymatic attachment of a hexose molecule to the N-terminal amino acid of the hemoglobin molecule. This reaction is dependent on blood glucose concentrat",general,elevated haemoglobin a1c,HPO
16004,Elevated Haptoglobin Level,general,HPO HP:0020180: An abnormally high concentration of haptoglobin in the blood circulation. Haptoglobin is an acute-phase reactant whose levels can become elevated in the presence of infection and inflammation.,general,elevated haptoglobin level,HPO
16005,Elevated HbA1c,general,"HPO exact synonym for Elevated Hemoglobin A1c. HPO HP:0040217: An increased concentration of hemoglobin A1c (HbA1c), which is the product of nonenzymatic attachment of a hexose molecule to the N-terminal amino acid of the hemoglobin molecule. This reaction is dependent on blood glucose concentrat",general,elevated hba1c,HPO
16006,Elevated Helper T Cell Proportion,general,"HPO exact synonym for Increased CD4+ T Cell Proportion. HPO HP:0032219: Abnormal increase of helper CD3+CD4+ T cells, measured as percentage of total CD3+ T cells in the blood, compared to a reference range for a given sex and age-group. These are usually measured within the TCR alpha/beta positive popula",general,elevated helper t cell proportion,HPO
16007,Elevated Hemidiaphragm,general,HPO exact synonym for Hemidiaphragm Elevation. HPO HP:6000008: Elevated Hemidiaphragm is a condition where one portion of the diaphragm is higher than the other. Elevated hemidiaphragm occurs when one side of the diaphragm becomes weak from muscular disease or loss of innervation due to phrenic n,general,elevated hemidiaphragm,HPO
16008,Elevated Hemoglobin A1c,general,"HPO HP:0040217: An increased concentration of hemoglobin A1c (HbA1c), which is the product of nonenzymatic attachment of a hexose molecule to the N-terminal amino acid of the hemoglobin molecule. This reaction is dependent on blood glucose concentration, and therefore reflects the mean glucose concentration over the previous 8 to 12 weeks. The HbA1c level provides a better indication of long-term glycemic control than one-time blood or urinary glucose measurements.",general,elevated hemoglobin a1c,HPO
16009,Elevated Hepatic Iron Concentration,general,HPO HP:0012465: An increased level of iron in liver tissues.,general,elevated hepatic iron concentration,HPO
16010,Elevated Hepcidin Level,general,HPO exact synonym for Elevated Circulating Hepcidin Concentration. HPO HP:0031877: Concentration of hepcidin in the blood circulation above the upper limit of normal.,general,elevated hepcidin level,HPO
16011,Elevated Histidine in Urine,general,HPO exact synonym for Histidinuria. HPO HP:0002927: An increased concentration of histidine in the urine.,general,elevated histidine in urine,HPO
16012,Elevated Hypoxanthine-guanine Phosphoribosyltransferase Level,general,HPO HP:0031822: Abnormally increased level of the enzyme that catalyzes conversion of hypoxanthine to inosine monophosphate and guanine to guanosine monophosphate via transfer of the 5-phosphoribosyl group from 5-phosphoribosyl 1-pyrophosphate.,general,elevated hypoxanthine guanine phosphoribosyltransferase level,HPO
16013,Elevated IgA,general,HPO exact synonym for Increased Circulating IgA Concentration. HPO HP:0003261: An abnormally increased level of immunoglobulin A in blood.,general,elevated iga,HPO
16014,Elevated IgD,general,HPO exact synonym for Increased Circulating IgD Concentration. HPO HP:0410246: An abnormally increased level of immunoglobulin D in blood.,general,elevated igd,HPO
16015,Elevated Immunoglobulin E,general,HPO exact synonym for Increased Circulating IgE Concentration. HPO HP:0003212: An abnormally increased overall level of immunoglobulin E in blood.,general,elevated immunoglobulin e,HPO
16016,Elevated Immunoglobulin Levels,general,HPO exact synonym for Increased Circulating Immunoglobulin Concentration. HPO HP:0010702: An increased level of gamma globulin (immunoglobulin) in the blood.,general,elevated immunoglobulin levels,HPO
16017,Elevated Imprint of Occipital Bone Over the Transverse Sinuses,musculoskeletal,HPO exact synonym for Elevated Imprint of the Transverse Sinuses. HPO HP:0000930: Human Phenotype Ontology term HP:0000930: Elevated Imprint of the Transverse Sinuses.,musculoskeletal,elevated imprint of occipital bone over the transverse sinuses,HPO
16018,Elevated Imprint of Posterior Skull Bones Over the Transverse Sinuses,musculoskeletal,HPO exact synonym for Elevated Imprint of the Transverse Sinuses. HPO HP:0000930: Human Phenotype Ontology term HP:0000930: Elevated Imprint of the Transverse Sinuses.,musculoskeletal,elevated imprint of posterior skull bones over the transverse sinuses,HPO
16019,Elevated Imprint of the Transverse Sinuses,general,HPO HP:0000930: Human Phenotype Ontology term HP:0000930: Elevated Imprint of the Transverse Sinuses.,general,elevated imprint of the transverse sinuses,HPO
16020,Elevated Insulin Level,general,HPO exact synonym for Hyperinsulinemia. HPO HP:0000842: An increased concentration of insulin in the blood.,general,elevated insulin level,HPO
16021,Elevated Intestinal Alkaline Phosphatase,general,"HPO HP:0010681: An abnormally increased level of alkaline phosphatase, intestinal type in the blood.",general,elevated intestinal alkaline phosphatase,HPO
16022,Elevated Intestinal ALP,general,"HPO exact synonym for Elevated Intestinal Alkaline Phosphatase. HPO HP:0010681: An abnormally increased level of alkaline phosphatase, intestinal type in the blood.",general,elevated intestinal alp,HPO
16023,Elevated Intracellular Cystine,general,"HPO HP:0003358: An increased concentration of cystine within cells. This finding can be demonstrated on leukocytes, but is not specific to blood cells.",general,elevated intracellular cystine,HPO
16024,Elevated Intraocular Pressure,general,HPO exact synonym for Ocular Hypertension. HPO HP:0007906: Intraocular pressure that is 2 standard deviations above the population mean.,general,elevated intraocular pressure,HPO
16025,Elevated IOP,general,HPO exact synonym for Ocular Hypertension. HPO HP:0007906: Intraocular pressure that is 2 standard deviations above the population mean.,general,elevated iop,HPO
16026,Elevated Jugular Venous Pressure,general,HPO HP:0030848: Increased jugular venous pressure.,general,elevated jugular venous pressure,HPO
16027,Elevated Lactate:pyruvate Ratio,general,HPO HP:0032653: An abnormal increase in the molar ratio of lactate to pyruvate in the blood circulation.,general,elevated lactate pyruvate ratio,HPO
16028,Elevated Left Atrial Pressure,general,HPO HP:0031299: An abnormal increase in magnitude of the pressure in the left atrium.,general,elevated left atrial pressure,HPO
16029,Elevated Left Ventricular End-diastolic Diameter,general,"HPO HP:0034307: The LV end-diastolic internal diameter was measured from two-dimensional (2D) images in the parasternal long-axis view, timed with mitral valve closure at the level of the mitral valve chordae.",general,elevated left ventricular end diastolic diameter,HPO
