symptom_id,symptom_name,category,description,related_body_system,search_name,source
1,1-2 Finger Cutaneous Syndactyly,general,HPO HP:0010704: A soft tissue continuity in the anteroposterior axis between the thumb to the index finger that extends distally to at least the level of the proximal interphalangeal joints.,general,1 2 finger cutaneous syndactyly,HPO
2,1-2 Toe Complete Cutaneous Syndactyly,general,HPO HP:0005767: Human Phenotype Ontology term HP:0005767: 1-2 Toe Complete Cutaneous Syndactyly.,general,1 2 toe complete cutaneous syndactyly,HPO
3,1-2 Toe Syndactyly,general,HPO HP:0010711: Syndactyly with fusion of toes one and two.,general,1 2 toe syndactyly,HPO
4,1-3 Finger Cutaneous Syndactyly,general,HPO HP:0010706: A soft tissue continuity in the anteroposterior axis between the thumb to the middle finger that extends distally to at least the level of the proximal interphalangeal joints.,general,1 3 finger cutaneous syndactyly,HPO
5,1-3 Toe Syndactyly,general,HPO HP:0001459: Syndactyly with fusion of toes one to three.,general,1 3 toe syndactyly,HPO
6,1-4 Finger Cutaneous Syndactyly,general,HPO HP:0010707: A soft tissue continuity in the anteroposterior axis between the thumb to the ring finger that extends distally to at least the level of the proximal interphalangeal joints.,general,1 4 finger cutaneous syndactyly,HPO
7,1-4 Toe Syndactyly,general,HPO HP:0010712: Syndactyly with fusion of toes one to four.,general,1 4 toe syndactyly,HPO
8,1-5 Finger Complete Cutaneous Syndactyly,general,HPO HP:0006088: Human Phenotype Ontology term HP:0006088: 1-5 Finger Complete Cutaneous Syndactyly.,general,1 5 finger complete cutaneous syndactyly,HPO
9,1-5 Finger Cutaneous Syndactyly,general,HPO HP:0010708: A soft tissue continuity in the anteroposterior axis between the thumb to the little finger that extends distally to at least the level of the proximal interphalangeal joints (complete syndactyly of all fingers of the hand).,general,1 5 finger cutaneous syndactyly,HPO
10,1-5 Toe Syndactyly,general,HPO HP:0010713: Syndactyly with fusion of toes one to five (complete syndactyly of all toes of the foot).,general,1 5 toe syndactyly,HPO
11,1-Methylhistidinuria,general,HPO exact synonym for Increased Urinary 1-methylhistidine. HPO HP:0410315: Increased concentration of 1-methylhistidine in the urine.,general,1 methylhistidinuria,HPO
12,1-minute APGAR Score of 0,general,HPO HP:0030927: Human Phenotype Ontology term HP:0030927: 1-minute APGAR Score of 0.,general,1 minute apgar score of 0,HPO
13,1-minute APGAR Score of 1,general,HPO HP:0030928: Human Phenotype Ontology term HP:0030928: 1-minute APGAR Score of 1.,general,1 minute apgar score of 1,HPO
14,1-minute APGAR Score of 2,general,HPO HP:0030929: Human Phenotype Ontology term HP:0030929: 1-minute APGAR Score of 2.,general,1 minute apgar score of 2,HPO
15,1-minute APGAR Score of 3,general,HPO HP:0030930: Human Phenotype Ontology term HP:0030930: 1-minute APGAR Score of 3.,general,1 minute apgar score of 3,HPO
16,1-minute APGAR Score of 4,general,HPO HP:0030931: Human Phenotype Ontology term HP:0030931: 1-minute APGAR Score of 4.,general,1 minute apgar score of 4,HPO
17,1-minute APGAR Score of 5,general,HPO HP:0030932: Human Phenotype Ontology term HP:0030932: 1-minute APGAR Score of 5.,general,1 minute apgar score of 5,HPO
18,1-minute APGAR Score of 6,general,HPO HP:0030933: Human Phenotype Ontology term HP:0030933: 1-minute APGAR Score of 6.,general,1 minute apgar score of 6,HPO
19,10 Pairs of Ribs,general,HPO HP:0030300: Presence of only 10 (instead of the usual 12) pairs of ribs.,general,10 pairs of ribs,HPO
20,10-minute APGAR Score of 0,general,HPO HP:0033468: Human Phenotype Ontology term HP:0033468: 10-minute APGAR Score of 0.,general,10 minute apgar score of 0,HPO
21,10-minute APGAR Score of 1,general,HPO HP:0033469: Human Phenotype Ontology term HP:0033469: 10-minute APGAR Score of 1.,general,10 minute apgar score of 1,HPO
22,10-minute APGAR Score of 2,general,HPO HP:0033470: Human Phenotype Ontology term HP:0033470: 10-minute APGAR Score of 2.,general,10 minute apgar score of 2,HPO
23,10-minute APGAR Score of 3,general,HPO HP:0033471: Human Phenotype Ontology term HP:0033471: 10-minute APGAR Score of 3.,general,10 minute apgar score of 3,HPO
