symptom_id,symptom_name,category,description,related_body_system,search_name,source
8001,Atrophic Superior Cerebellar Peduncle,general,HPO HP:0030286: Atrophy of the superior cerebellar peduncle.,general,atrophic superior cerebellar peduncle,HPO
8002,Atrophic Vaginal Mucosa,reproductive,HPO HP:0040413: Human Phenotype Ontology term HP:0040413: Atrophic Vaginal Mucosa.,reproductive,atrophic vaginal mucosa,HPO
8003,"Atrophic, Patchy Alopecia",dermatological,"HPO HP:0004529: Human Phenotype Ontology term HP:0004529: Atrophic, Patchy Alopecia.",integumentary,atrophic patchy alopecia,HPO
8004,Atrophied Masseter Muscle,musculoskeletal,HPO exact synonym for Atrophy of Masseter Muscle. HPO HP:0045085: Human Phenotype Ontology term HP:0045085: Atrophy of Masseter Muscle.,musculoskeletal,atrophied masseter muscle,HPO
8005,Atrophodermia Vermiculata,general,"HPO HP:0100837: Symmetrical vermiform facial atrophy that affects mainly the forehead, the chin, the ear lobes and helices. Atrophodermia vermiculata is characterized by erythema and follicular plugs on the cheeks, developing into painless reticular impressions.",general,atrophodermia vermiculata,HPO
8006,Atrophy of Alveolar Margins,general,HPO exact synonym for Atrophy of Alveolar Ridges. HPO HP:0006308: Human Phenotype Ontology term HP:0006308: Atrophy of Alveolar Ridges.,general,atrophy of alveolar margins,HPO
8007,Atrophy of Alveolar Processes of Jaw,general,HPO exact synonym for Atrophy of Alveolar Ridges. HPO HP:0006308: Human Phenotype Ontology term HP:0006308: Atrophy of Alveolar Ridges.,general,atrophy of alveolar processes of jaw,HPO
8008,Atrophy of Alveolar Ridges,general,HPO HP:0006308: Human Phenotype Ontology term HP:0006308: Atrophy of Alveolar Ridges.,general,atrophy of alveolar ridges,HPO
8009,Atrophy of Cerebellar Vermis,general,HPO exact synonym for Cerebellar Vermis Atrophy. HPO HP:0006855: Wasting (atrophy) of the vermis of cerebellum.,general,atrophy of cerebellar vermis,HPO
8010,Atrophy of Facial Adipose Tissue,general,HPO exact synonym for Progressive Loss of Facial Adipose Tissue. HPO HP:0009019: Human Phenotype Ontology term HP:0009019: Progressive Loss of Facial Adipose Tissue.,general,atrophy of facial adipose tissue,HPO
8011,Atrophy of Fat,general,HPO exact synonym for Lipoatrophy. HPO HP:0100578: Localized loss of fat tissue.,general,atrophy of fat,HPO
8012,Atrophy of Half of Face,general,"HPO exact synonym for Hemifacial Atrophy. HPO HP:0011331: Unilateral atrophy of facial tissues, including muscles, bones and skin.",general,atrophy of half of face,HPO
8013,Atrophy of Masseter Muscle,musculoskeletal,HPO HP:0045085: Human Phenotype Ontology term HP:0045085: Atrophy of Masseter Muscle.,musculoskeletal,atrophy of masseter muscle,HPO
8014,Atrophy of One Side of the Face,general,"HPO exact synonym for Hemifacial Atrophy. HPO HP:0011331: Unilateral atrophy of facial tissues, including muscles, bones and skin.",general,atrophy of one side of the face,HPO
8015,Atrophy of Small Intestinal Villi,general,HPO exact synonym for Villous Atrophy. HPO HP:0011473: The enteric villi are atrophic or absent.,general,atrophy of small intestinal villi,HPO
8016,Atrophy of Sural Nerve,general,"HPO exact synonym for Sural Nerve Atrophy. HPO HP:0032145: Wasting of the sural nerve, a sensory nerve in the calf region of the leg.",general,atrophy of sural nerve,HPO
8017,Atrophy of the Cerebellar Vermis,general,HPO exact synonym for Cerebellar Vermis Atrophy. HPO HP:0006855: Wasting (atrophy) of the vermis of cerebellum.,general,atrophy of the cerebellar vermis,HPO
8018,Atrophy of the Corpus Callosum,general,HPO exact synonym for Corpus Callosum Atrophy. HPO HP:0007371: The presence of atrophy (wasting) of the corpus callosum.,general,atrophy of the corpus callosum,HPO
8019,Atrophy of the Dentate Nucleus,general,HPO HP:0007047: Partial or complete wasting (loss) of dentate nucleus.,general,atrophy of the dentate nucleus,HPO
8020,Atrophy of the Hippocampus,general,HPO exact synonym for Hippocampal Atrophy. HPO HP:0410170: Partial or complete wasting (loss) of hippocampus tissue that was once present.,general,atrophy of the hippocampus,HPO
8021,Atrophy of the Hypothalamus,general,HPO exact synonym for Hypothalamic Atrophy. HPO HP:0025058: Partial or complete wasting (loss) of hypothalamus tissue that was once present.,general,atrophy of the hypothalamus,HPO
8022,Atrophy of the Rectus Femoris Muscles,musculoskeletal,HPO exact synonym for Rectus Femoris Muscle Atrophy. HPO HP:0040191: Human Phenotype Ontology term HP:0040191: Rectus Femoris Muscle Atrophy.,musculoskeletal,atrophy of the rectus femoris muscles,HPO
8023,Atrophy of the Spinal Cord,general,HPO HP:0006827: Human Phenotype Ontology term HP:0006827: Atrophy of the Spinal Cord.,general,atrophy of the spinal cord,HPO
8024,Atrophy of the Tongue,general,HPO exact synonym for Tongue Atrophy. HPO HP:0012473: Wasting of the tongue.,general,atrophy of the tongue,HPO
