symptom_id,symptom_name,category,description,related_body_system,search_name,source
40001,Visceral Epithelial Cell Capping,general,HPO HP:0033239: Layer of hypertrophied visceral epithelial cells overlying a sclerosed segment of the tuft of the glomerulus.,general,visceral epithelial cell capping,HPO
40002,Visceral Epithelial Cell Detachment,general,"HPO HP:0033237: Detachment of visceral epithelial cells (podocytes) from underlying glomerular basement membrane with intervening new loose basement membrane material (pale on Hematoxylin and eosin, periodic acid-Shiff, trichrome, or silver stain) forming a so-called 'halo'.",general,visceral epithelial cell detachment,HPO
40003,Visceral Epithelial Cell Hyperplasia,general,"HPO HP:0033314: Increased number of visceral epithelial cells (2 or more layers), often with crowding and multilayering, but without continuity with the parietal epithelium.",general,visceral epithelial cell hyperplasia,HPO
40004,Visceral Epithelial Hyaline Droplets,general,"HPO HP:0033315: Round to ovoid, Periodic acid-Schiff (PAS)-positive, fuchsinophilic cytoplasmic inclusions within visceral epithelial cells.",general,visceral epithelial hyaline droplets,HPO
40005,Visceral Hallucination,mental_health,HPO HP:5200215: A type of hallucination that involves the perception of internal bodily sensations or processes that do not actually exist.,mental_behavioral,visceral hallucination,HPO
40006,Visceral Hemangioma,general,"HPO HP:0410266: A hemangioma arising from within visceral structures, the internal organs of the body.",general,visceral hemangioma,HPO
40007,Visceromegaly,general,HPO HP:0003271: Abnormal increased size of the viscera of the abdomen.,general,visceromegaly,HPO
40008,Visible Corneal Nerve Fibers,general,HPO exact synonym for Prominent Corneal Nerve Fibers. HPO HP:0010726: Abnormal prominence of the corneal nerve fibers.,general,visible corneal nerve fibers,HPO
40009,Visible Corneal Nerve Fibres,general,HPO exact synonym for Prominent Corneal Nerve Fibers. HPO HP:0010726: Abnormal prominence of the corneal nerve fibers.,general,visible corneal nerve fibres,HPO
40010,Visible Peristalsis,general,ICD-10-CM R19.2: Visible peristalsis,general,visible peristalsis,ICD-10-CM
40011,Vision Issue,sensory,HPO exact synonym for Abnormality of Vision. HPO HP:0000504: Abnormality of eyesight (visual perception).,special_senses,vision issue,HPO
40012,Vision Loss,sensory,Partial or complete loss of sight; clinical term: visual impairment.,special_senses,vision loss,Clinical_Curated
40013,"Vision Loss, Progressive",sensory,HPO exact synonym for Progressive Visual Loss. HPO HP:0000529: A reduction of previously attained ability to see.,special_senses,vision loss progressive,HPO
40014,Visual Acuity Light Perception with Projection,general,HPO HP:0030551: Human Phenotype Ontology term HP:0030551: Visual Acuity Light Perception with Projection.,general,visual acuity light perception with projection,HPO
40015,Visual Acuity Light Perception without Projection,general,HPO HP:0030552: Human Phenotype Ontology term HP:0030552: Visual Acuity Light Perception without Projection.,general,visual acuity light perception without projection,HPO
40016,Visual Acuity No Light Perception,general,HPO HP:0030553: Human Phenotype Ontology term HP:0030553: Visual Acuity No Light Perception.,general,visual acuity no light perception,HPO
40017,Visual Acuity Test Abnormality,general,HPO HP:0030532: Human Phenotype Ontology term HP:0030532: Visual Acuity Test Abnormality.,general,visual acuity test abnormality,HPO
40018,Visual Agnosia,general,ICD-10-CM R48.3: Visual agnosia,general,visual agnosia,ICD-10-CM
40019,Visual Aura,general,"HPO exact synonym for Focal Sensory Seizure with Visual Features. HPO HP:0011165: A seizure characterized by elementary visual hallucinations such as flashing or flickering lights/colors, or other shapes, simple patterns, scotomata, or amaurosis as its first clinical manifestation.",general,visual aura,HPO
40020,Visual Auras,general,"HPO exact synonym for Focal Sensory Seizure with Visual Features. HPO HP:0011165: A seizure characterized by elementary visual hallucinations such as flashing or flickering lights/colors, or other shapes, simple patterns, scotomata, or amaurosis as its first clinical manifestation.",general,visual auras,HPO
40021,Visual Field Constriction,general,HPO exact synonym for Constriction of Peripheral Visual Field. HPO HP:0001133: An absolute or relative decrease in retinal sensitivity extending from edge (periphery) of the visual field in a concentric pattern. The visual field is the area that is perceived simultaneously by a fixating eye.,general,visual field constriction,HPO
40022,Visual Field Defect,general,HPO HP:0001123: Human Phenotype Ontology term HP:0001123: Visual Field Defect.,general,visual field defect,HPO
40023,Visual Field Defects,general,HPO exact synonym for Visual Field Defect. HPO HP:0001123: Human Phenotype Ontology term HP:0001123: Visual Field Defect.,general,visual field defects,HPO
40024,Visual Fixation Instability,general,HPO HP:0025405: A deficit in the ability to fixate eye movements in order to stabilize images on the retina,general,visual fixation instability,HPO
40025,Visual Gaze Preference,general,"HPO HP:0025518: An abnormality of gaze that can be observed following an acute supranuclear cerebral lesion (e.g., stroke) that is characterized by an acute inability to direct gaze contralateral to the side of the lesion and is accompanied by a tendency for tonic deviation of the eyes toward the side of the lesion.",general,visual gaze preference,HPO
40026,Visual Hallucination,mental_health,HPO HP:0002367: Visual perception in the absence of a visual stimulus.,mental_behavioral,visual hallucination,HPO
40027,Visual Hallucinations,mental_health,ICD-10-CM R44.1: Visual hallucinations,mental_behavioral,visual hallucinations,ICD-10-CM
40028,Visual Impairment,general,"HPO HP:0000505: Visual impairment (or vision impairment) is vision loss (of a person) to such a degree as to qualify as an additional support need through a significant limitation of visual capability resulting from either disease, trauma, or congenital or degenerative conditions that cannot be corrected by conventional means, such as refractive correction, medication, or surgery.",general,visual impairment,HPO
40029,Visual Loss,general,HPO HP:0000572: Loss of visual acuity (implying that vision was better at a certain time point in life). Otherwise the term reduced visual acuity should be used (or a subclass of that).,general,visual loss,HPO
40030,"Visual Loss, Progressive",general,HPO exact synonym for Progressive Visual Loss. HPO HP:0000529: A reduction of previously attained ability to see.,general,visual loss progressive,HPO
40031,Visual Pathway Misrouting,general,"HPO exact synonym for Optic Nerve Misrouting. HPO HP:0025551: Abnormal decussation of the visual pathways, typically identified using visual evoked potentials (VEP) (asymmetrical distribution of the VEP over the posterior scalp).",general,visual pathway misrouting,HPO
40032,Visual Sensory Seeking,general,"HPO HP:5200067: Pursuit visual stimulation by looking at specific sights, images, and/or colors that is abnormal in intensity and/or frequency.",general,visual sensory seeking,HPO
40033,Visually Enhanced Vestibulo-ocular Reflex Impairment,general,"HPO exact synonym for Impaired Visually Enhanced Vestibulo-ocular Reflex. HPO HP:0030183: The vestibulo-ocular reflex is responsible for the stabilization of the retinal image during movement. The visual vestibular ocular reflex (VVOR) or visual enhanced VOR, maintains ocular stability during head motion by generating comp",general,visually enhanced vestibulo ocular reflex impairment,HPO
40034,Visually-induced Seizure,neurological,"HPO HP:0020216: Seizures evoked by visual stimuli. This includes clinical seizures induced by strobe lighting, television and other screens, flickering environmental lighting and self-induction by causing a strobe effect.",nervous,visually induced seizure,HPO
40035,Visuospatial Deficit,general,ICD-10-CM R41.842: Visuospatial deficit,general,visuospatial deficit,ICD-10-CM
40036,Vitamin a Deficiency,general,HPO exact synonym for Reduced Circulating Vitamin a Concentration. HPO HP:0004905: Concentration of vitamin A below the lower limit of normal in the blood circulation.,general,vitamin a deficiency,HPO
40037,Vitamin a High in Blood,general,HPO exact synonym for Increased Circulating Vitamin a Concentration. HPO HP:4000212: Concentration of vitamin A above the upper limit of normal in the blood circulation.,general,vitamin a high in blood,HPO
40038,Vitamin B1 Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin B1 Concentration. HPO HP:0100503: The concentration of vitamin B1 in the blood circulation is below the lower limit of normal.,general,vitamin b1 deficiency,HPO
40039,Vitamin B12 Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin B12 Concentration. HPO HP:0100502: The concentration of vitamin B12 in the blood circulation is below the lower limit of normal.,general,vitamin b12 deficiency,HPO
40040,Vitamin B12 Treatment Produces Improvement,general,HPO exact synonym for Ameliorated By Vitamin B12. HPO HP:0034537: Applies to a sign or symptom that is improved or made more bearable by treatment with vitamin B12.,general,vitamin b12 treatment produces improvement,HPO
40041,Vitamin B2 Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin B2 Concentration. HPO HP:0100504: The concentration of vitamin B2 in the blood circulation is below the lower limit of normal.,general,vitamin b2 deficiency,HPO
40042,Vitamin B3 Deficiency,general,HPO HP:0100497: Human Phenotype Ontology term HP:0100497: Vitamin B3 Deficiency.,general,vitamin b3 deficiency,HPO
40043,Vitamin B5 Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin B5 Concentration. HPO HP:0100505: The concentration of vitamin B5 in the blood circulation is below the lower limit of normal.,general,vitamin b5 deficiency,HPO
40044,Vitamin B6 Deficiency,general,HPO exact synonym for Reduced Circulating Vitamin B6 Circulating. HPO HP:0008326: An abnormally decreased concentration of vitamin B6 in the blood circulation.,general,vitamin b6 deficiency,HPO
40045,Vitamin B8 Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin B8 Concentration. HPO HP:0100506: The concentration of vitamin B8 in the blood circulation is below the lower limit of normal.,general,vitamin b8 deficiency,HPO
40046,Vitamin B9 Deficiency,general,"HPO exact synonym for Reduced Blood Folate Concentration. HPO HP:0100507: A reduced circulating concentration of folic acid, which is also known as vitamin B9.",general,vitamin b9 deficiency,HPO
40047,Vitamin C Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin C Concentration. HPO HP:0100510: The concentration of vitamin C in the blood circulation is below the lower limit of normal.,general,vitamin c deficiency,HPO
40048,Vitamin D Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin D Concentration. HPO HP:0100512: The concentration of vitamin D in the blood circulation is below the lower limit of normal.,general,vitamin d deficiency,HPO
40049,Vitamin D Reduces Manifestations,general,HPO exact synonym for Ameliorated By Vitamin D. HPO HP:4000131: Applies to a sign or symptom that is improved or made more bearable by administration of vitamin D.,general,vitamin d reduces manifestations,HPO
40050,Vitamin E Deficiency,general,HPO exact synonym for Decreased Circulating Vitamin E Concentration. HPO HP:0100513: A reduced concentration of vitamin E in the blood circulation. Vitamin E is a lipophilic vitamin that is also known as alpha-tocopherol.,general,vitamin e deficiency,HPO
40051,Vitamin K Treatment Reduces Bleeding Significantly,general,HPO exact synonym for Bleeding Ameliorated By Vitamin K. HPO HP:4000177: Applies to bleeding that is significantly reduced by treatment with vitamin K.,hematologic,vitamin k treatment reduces bleeding significantly,HPO
40052,Vitelliform Macular Lesion,dermatological,"HPO HP:0007677: Egg yolk-like (vitelliform) maculopathy is a lesion caused by the accumulation of material, often lipofuscin, in the subretinal space underlying the macula. Lesions may be singular or multiple, and may be either sharply or poorly demarcated.",integumentary,vitelliform macular lesion,HPO
