symptom_id,symptom_name,category,description,related_body_system,search_name,source
38001,Thyroid Papillary Carcinoma,endocrine_metabolic,HPO exact synonym for Papillary Thyroid Carcinoma. HPO HP:0002895: The presence of a papillary adenocarcinoma of the thyroid gland.,endocrine,thyroid papillary carcinoma,HPO
38002,Thyroid Stimulating Hormone Deficiency,endocrine_metabolic,HPO exact synonym for Pituitary Hypothyroidism. HPO HP:0008245: A type of hypothyroidism that results from a defect in thyroid-stimulating hormone secretion.,endocrine,thyroid stimulating hormone deficiency,HPO
38003,Thyroid-stimulating Hormone Excess,endocrine_metabolic,HPO exact synonym for Elevated Circulating Thyroid-stimulating Hormone Concentration. HPO HP:0002925: Increased concentration of thyroid-stimulating hormone (TSH) in the blood circulation.,endocrine,thyroid stimulating hormone excess,HPO
38004,Thyroid-stimulating Hormone Receptor Defect,endocrine_metabolic,HPO exact synonym for Impaired Sensitivity to Thyroid Stimulating Hormone. HPO HP:0011789: Reduced sensitivity of thyroid follicle cells to stimulation by biologically active thyroid-stimulating hormone (TSH).,endocrine,thyroid stimulating hormone receptor defect,HPO
38005,Thyroiditis,endocrine_metabolic,HPO HP:0100646: Inflammation of the thyroid gland.,endocrine,thyroiditis,HPO
38006,Thyroidization-type Tubular Atrophy,endocrine_metabolic,"HPO HP:0032608: A type of renal tubular atrophy characterized by a thyroid-like appearance, with small round tubules with markedly flattened, simplified epithelium and uniform intratubular casts.",endocrine,thyroidization type tubular atrophy,HPO
38007,Thyrotoxicosis From Ectopic Thyroid Tissue,endocrine_metabolic,HPO HP:0011783: Human Phenotype Ontology term HP:0011783: Thyrotoxicosis From Ectopic Thyroid Tissue.,endocrine,thyrotoxicosis from ectopic thyroid tissue,HPO
38008,Thyrotoxicosis with Diffuse Goiter,general,HPO HP:0011784: Human Phenotype Ontology term HP:0011784: Thyrotoxicosis with Diffuse Goiter.,general,thyrotoxicosis with diffuse goiter,HPO
38009,Thyrotoxicosis with Toxic Multinodular Goiter,general,HPO HP:0011785: Human Phenotype Ontology term HP:0011785: Thyrotoxicosis with Toxic Multinodular Goiter.,general,thyrotoxicosis with toxic multinodular goiter,HPO
38010,Thyrotoxicosis with Toxic Multinodular Goitre,general,HPO exact synonym for Thyrotoxicosis with Toxic Multinodular Goiter. HPO HP:0011785: Human Phenotype Ontology term HP:0011785: Thyrotoxicosis with Toxic Multinodular Goiter.,general,thyrotoxicosis with toxic multinodular goitre,HPO
38011,Thyrotoxicosis with Toxic Single Thyroid Nodule,endocrine_metabolic,HPO HP:0011786: Human Phenotype Ontology term HP:0011786: Thyrotoxicosis with Toxic Single Thyroid Nodule.,endocrine,thyrotoxicosis with toxic single thyroid nodule,HPO
38012,Thyrotropin Deficiency,general,HPO exact synonym for Pituitary Hypothyroidism. HPO HP:0008245: A type of hypothyroidism that results from a defect in thyroid-stimulating hormone secretion.,general,thyrotropin deficiency,HPO
38013,Thyrotropin Releasing Hormone (TRH) Low in Blood,general,HPO exact synonym for Decreased Circulating Thyrotropin Releasing Hormone Concentration. HPO HP:0034904: Concentration of thyrotropin releasing hormone below the lower limit of normal in the blood circulation.,general,thyrotropin releasing hormone trh low in blood,HPO
38014,Thyroxine-binding Globulin High in Blood,general,HPO exact synonym for Increased Circulating Thyroxine-binding Globulin Level. HPO HP:0031222: An elevated concentration of thyroxine-binding globulin (TBG) in the blood.,general,thyroxine binding globulin high in blood,HPO
38015,Thyroxine-binding Globulin Low in Blood,general,HPO exact synonym for Decreased Circulating Thyroxine-binding Globulin Concentration. HPO HP:0034591: The concentration of thyroxine-binding globulin (TBG) in the blood circulation is below the lower limit of normal.,general,thyroxine binding globulin low in blood,HPO
38016,TIA,general,HPO exact synonym for Transient Ischemic Attack. HPO HP:0002326: Human Phenotype Ontology term HP:0002326: Transient Ischemic Attack.,general,tia,HPO
38017,Tibial Arterial Calcification,general,HPO HP:0031305: An accumulation of calcium and phosphate in arteries with mineral deposits in the intimal or medial layer of the vessel wall of the tibial artery.,general,tibial arterial calcification,HPO
38018,Tibial Bowing,general,HPO HP:0002982: A bending or abnormal curvature of the tibia.,general,tibial bowing,HPO
38019,Tibial Bowing At Ankle,general,HPO exact synonym for Distal Tibial Bowing. HPO HP:0006414: A bending or abnormal curvature of the distal portion of the tibia.,general,tibial bowing at ankle,HPO
38020,Tibial Deviation of the 2nd Toe,general,HPO HP:0100345: Human Phenotype Ontology term HP:0100345: Tibial Deviation of the 2nd Toe.,general,tibial deviation of the 2nd toe,HPO
38021,Tibial Deviation of the 3rd Toe,general,HPO HP:0100343: Human Phenotype Ontology term HP:0100343: Tibial Deviation of the 3rd Toe.,general,tibial deviation of the 3rd toe,HPO
38022,Tibial Deviation of the 4th Toe,general,HPO HP:0100341: Human Phenotype Ontology term HP:0100341: Tibial Deviation of the 4th Toe.,general,tibial deviation of the 4th toe,HPO
38023,Tibial Deviation of the 5th Toe,general,HPO HP:0100347: Human Phenotype Ontology term HP:0100347: Tibial Deviation of the 5th Toe.,general,tibial deviation of the 5th toe,HPO
38024,Tibial Deviation of Toes,general,HPO HP:0100499: Human Phenotype Ontology term HP:0100499: Tibial Deviation of Toes.,general,tibial deviation of toes,HPO
38025,Tibial Fracture,musculoskeletal,HPO exact synonym for Fractured Tibia. HPO HP:0041143: A partial or complete breakage of the tibia.,musculoskeletal,tibial fracture,HPO
38026,Tibial Metaphyseal Irregularity,general,HPO HP:0030292: Irregularity of the normally smooth surface of a metaphysis of a tibia.,general,tibial metaphyseal irregularity,HPO
38027,Tibial Pseudarthrosis,general,"HPO HP:0009736: Pseudarthrosis, or \",general,tibial pseudarthrosis,HPO
38028,Tibial Pseudoarthrosis,general,"HPO exact synonym for Tibial Pseudarthrosis. HPO HP:0009736: Pseudarthrosis, or \",general,tibial pseudoarthrosis,HPO
38029,Tibial Spur,general,"HPO HP:0031173: A bony projection (spur, osteophyte) originating from the tibia.",general,tibial spur,HPO
38030,Tibial Torsion,general,HPO HP:0100694: Twisted position of the tibia (shin bone) associated with pathological rotation of the leg.,general,tibial torsion,HPO
38031,Tibial Tubercle Apophysitis,general,HPO HP:6001345: Lateral knee radiograph showing tibial tuberosity apophysis irregularity and fragmentation; tibial tubercle osteochondrosis; traction apophysitis of the tibial tubercle.,general,tibial tubercle apophysitis,HPO
38032,Tibialis Anterior Amyotrophy,general,HPO exact synonym for Tibialis Anterior Muscle Atrophy. HPO HP:0011399: Wasting of the tibialis anterior muscle.,general,tibialis anterior amyotrophy,HPO
38033,Tibialis Anterior Muscle Atrophy,musculoskeletal,HPO HP:0011399: Wasting of the tibialis anterior muscle.,musculoskeletal,tibialis anterior muscle atrophy,HPO
38034,Tibialis Anterior Tendon Rupture,general,"HPO HP:6001275: Partial or complete breakage (rupture) of the tibialis anterior tendon (TAT). The TAT is the principal dorsiflexor of the ankle joint and secondary invertor of the foot. It has important roles in the different stages of gait; in the swing phase, it concentrically dorsiflex the ankle for foot clearance and during plantarflexion of the ankle in the stance phase, it eccentrically contract to stabilize the ankle and prevent damage to the foot and ankle. Clinically, presentations in acute lacerations or direct trauma cases are straight forward, in chronic and atraumatic cases...",general,tibialis anterior tendon rupture,HPO
38035,Tibialis Muscle Degeneration,musculoskeletal,HPO exact synonym for Tibialis Anterior Muscle Atrophy. HPO HP:0011399: Wasting of the tibialis anterior muscle.,musculoskeletal,tibialis muscle degeneration,HPO
38036,Tibialis Muscle Weakness,neurological,HPO HP:0008963: Muscle weakness affecting the tibialis anterior muscle.,nervous,tibialis muscle weakness,HPO
38037,Tibiofibular Diastasis,general,HPO HP:0100535: Human Phenotype Ontology term HP:0100535: Tibiofibular Diastasis.,general,tibiofibular diastasis,HPO
38038,Tibiofibular Interosseous Membrane Calcification,general,"HPO HP:0430035: Deposition of excess calcium in the interosseous membrane of the leg, which extends between the interosseous crests of the tibia and fibula and separates the anterior and posterior muscles of the lower leg.",general,tibiofibular interosseous membrane calcification,HPO
38039,Tibiotalar Arthritis,musculoskeletal,"HPO HP:6001331: AP, oblique, or lateral view x-ray of the ankle showing radiographic evidence of osteoarthritis such as joint space narrowing, subchondral sclerosis, subchondral cysts, and/or osteophyte formation in the tibiotalar joint.",musculoskeletal,tibiotalar arthritis,HPO
38040,Tibiotalar Spur,general,HPO exact synonym for Anterior Ankle Osteophyte. HPO HP:6001332: Imaging study of the ankle revealing osteophyte (bone spur) formation at the anterior aspect of the ankle (tibial or talar neck).,general,tibiotalar spur,HPO
38041,Tibiotalar Synostosis,general,"HPO HP:6001052: Fusion of the junction between the distal tibia, fibula and the talus.",general,tibiotalar synostosis,HPO
38042,Tic Disorder,general,"HPO exact synonym for Tics. HPO HP:0100033: Repeated, individually recognizable, intermittent movements or movement fragments that are almost always briefly suppressible and are usually associated with awareness of an urge to perform the movement.",general,tic disorder,HPO
38043,Tic Douloureux,general,"HPO exact synonym for Trigeminal Neuralgia. HPO HP:0100661: A neuropathic disorder characterized by episodes of intense pain in the face, originating from the trigeminal nerve. One, two, or all three branches of the nerve may be affected.",general,tic douloureux,HPO
38044,Tics,general,"HPO HP:0100033: Repeated, individually recognizable, intermittent movements or movement fragments that are almost always briefly suppressible and are usually associated with awareness of an urge to perform the movement.",general,tics,HPO
38045,Tiger Tail Banding,general,"HPO HP:0045055: An abnormal appearance of hair under polarizing microscopy (using crossed polarizers), whereby hair shafts show striking alternating bright and dark bands, often referred to as tiger tail banding.",general,tiger tail banding,HPO
38046,Tight Achilles Tendon,general,HPO exact synonym for Achilles Tendon Contracture. HPO HP:0001771: A contracture of the Achilles tendon.,general,tight achilles tendon,HPO
38047,Tight Craniocervical Junction,general,"HPO exact synonym for Craniocervical Junction Constriction. HPO HP:6000920: Congenital or acquired abnormalities of the occipital bone, foramen magnum, or first two cervical vertebrae that decrease the space for the lower brain stem and cervical cord. These malformations can lead to cranial nerve compression,",general,tight craniocervical junction,HPO
38048,Tight Craniovertebral Junction,general,"HPO exact synonym for Craniocervical Junction Constriction. HPO HP:6000920: Congenital or acquired abnormalities of the occipital bone, foramen magnum, or first two cervical vertebrae that decrease the space for the lower brain stem and cervical cord. These malformations can lead to cranial nerve compression,",general,tight craniovertebral junction,HPO
38049,Tight Heel Cord,general,HPO exact synonym for Limited Ankle Dorsiflexion. HPO HP:0033526: Reduced ability to move the foot up toward the shin.,general,tight heel cord,HPO
38050,Tight Lingual Frenulum,general,HPO exact synonym for Short Lingual Frenulum. HPO HP:0000200: The presence of an abnormally short lingual frenulum.,general,tight lingual frenulum,HPO
38051,Tightly Closed Lips,general,HPO exact synonym for Pursed Lips. HPO HP:0000205: An abnormality of the appearance of the face caused by constant contraction of the lips leading to a puckered or pursed appearance.,general,tightly closed lips,HPO
38052,Tightly Curved Thumb Nail,general,HPO exact synonym for Hyperconvex Thumb Nails. HPO HP:0008407: Human Phenotype Ontology term HP:0008407: Hyperconvex Thumb Nails.,general,tightly curved thumb nail,HPO
38053,Tightness in Chest,general,HPO exact synonym for Chest Tightness. HPO HP:0031352: An unpleasant sensation of tightness or pressure in the chest.,general,tightness in chest,HPO
38054,Tightness of Chest,general,HPO exact synonym for Chest Tightness. HPO HP:0031352: An unpleasant sensation of tightness or pressure in the chest.,general,tightness of chest,HPO
38055,Tigroid Fundus,general,HPO HP:6001439: Enhanced visibility of large choroidal vessels through the retinal pigment epithelium (RPE). This reticulated pattern is commonly observed on fundus examination and color fundus photography. Such hypopigmented areas alternate with hyperpigmented zones in a tigroid pattern. Fundus tessellation is often associated with myopia and choroidal thinning.,general,tigroid fundus,HPO
38056,Tilted Lower Jaw,general,HPO exact synonym for Asymmetry of the Mandible. HPO HP:0009940: Lack of symmetry between the left and right mandible.,general,tilted lower jaw,HPO
38057,Tilted Maxilla,general,HPO exact synonym for Asymmetry of the Maxilla. HPO HP:0010755: Asymmetry between the left and right sides of the maxilla.,general,tilted maxilla,HPO
38058,Tilted Mouth,oral,HPO exact synonym for Asymmetry of the Mouth. HPO HP:0009941: The presence of an asymmetric mouth.,oral,tilted mouth,HPO
38059,Tilted Upper Jaw,general,HPO exact synonym for Asymmetry of the Maxilla. HPO HP:0010755: Asymmetry between the left and right sides of the maxilla.,general,tilted upper jaw,HPO
38060,Time Agnosia,general,HPO HP:5200403: The inability to perceive the passage of time is usually due to a disorder involving the temporal area of the brain.,general,time agnosia,HPO
38061,Timo Cyst,general,HPO exact synonym for Dacryocystocele. HPO HP:0030752: A nasolacrimal duct obstruction presenting as a grey-blue cystic swelling just below the medial canthus. Believed to be a result of concomitant upper obstruction of the Rosenmuller valve and lower obstruction of the Hasner valve.,general,timo cyst,HPO
38062,Tingling,neurological,Pins-and-needles sensation; clinical term: paresthesia.,nervous,tingling,Clinical_Curated
38063,Tinnitus,sensory,Ringing or buzzing in the ears; clinical term: tinnitus.,special_senses,tinnitus,Clinical_Curated
38064,Tinnitus Exacerbated By Swallowing,gastrointestinal,HPO HP:6000042: Tinnitus (sound heard by a subjhect when no corresponding external sound is present) that is made worse by swallowing.,special_senses,tinnitus exacerbated by swallowing,HPO
38065,Tip Variant Segmental Glomerulosclerosis,general,"HPO HP:0033497: Segmental solidification of the glomerular tuft characterized by an adhesion at the tip of the glomerular tuft abutting the proximal tubular taek-off can be accompanied by increased extracellular matrix, causing glomerular capillary obliteration at the glomerular tip. Features including hyalinosis, foam cells, hypertrophy of overlying glomerular epithelial cells can also be observed.",general,tip variant segmental glomerulosclerosis,HPO
