symptom_id,symptom_name,category,description,related_body_system,search_name,source
12001,Costochondral Juctions Abnormal,general,"HPO exact synonym for Abnormality of the Costochondral Junction. HPO HP:0000919: Any anomaly of the costochondral junction. The costochondral junctions are located between the distal part of the ribs and the costal cartilages, which are bars of hyaline cartilage that connect the ribs to the sternum.",general,costochondral juctions abnormal,HPO
12002,Costochondral Junction Pain,pain,HPO exact synonym for Costochondral Pain. HPO HP:0006649: Chest wall pain in the area of the costochondral junctions.,general,costochondral junction pain,HPO
12003,Costochondral Pain,pain,HPO HP:0006649: Chest wall pain in the area of the costochondral junctions.,general,costochondral pain,HPO
12004,Costochondral Thickening,general,"HPO exact synonym for Enlargement of the Costochondral Junction. HPO HP:0000920: Abnormally increased size of the costochondral junctions, which are located between the distal part of the ribs and the costal cartilages, which are bars of hyaline cartilage that connect the ribs to the sternum.",general,costochondral thickening,HPO
12005,Costovertebral Angle Pain,pain,"HPO exact synonym for Costovertebral Angle Tenderness. HPO HP:6000106: Pain that is elicited by palpation of the region inside of the costovertebral angle, which is formed by the 12th rib and the spine.",general,costovertebral angle pain,HPO
12006,Costovertebral Angle Tenderness,general,"HPO HP:6000106: Pain that is elicited by palpation of the region inside of the costovertebral angle, which is formed by the 12th rib and the spine.",general,costovertebral angle tenderness,HPO
12007,Cotard Delusion,mental_health,"HPO HP:5200422: A false belief that you or your body parts are dead, dying, or do not exist.",mental_behavioral,cotard delusion,HPO
12008,Cotard Syndrome,general,"HPO exact synonym for Cotard Delusion. HPO HP:5200422: A false belief that you or your body parts are dead, dying, or do not exist.",general,cotard syndrome,HPO
12009,Cotton Wool Plaques,general,"HPO HP:0500028: Deposition of large, diffuse cotton wool amyloid plaques (CWPs) lacking a dense core and associated neuritic changes.",general,cotton wool plaques,HPO
12010,Cough,respiratory,"Coughing is a reflex that keeps your throat and airways clear. Although it can be annoying, coughing helps your body heal or protect itself. Coughs can be either acute or chronic. Acute coughs begin suddenly and usually last no more than 2 to 3 weeks. Acute coughs are the kind you most often get with a cold , flu , or acute bronchitis . Chronic coughs last longer than 2 to 3 weeks. Causes of chronic cough include: Chronic bronchitis Asthma Allergies COPD (chronic obstructive pulmonary...",respiratory,cough,MedlinePlus_Health_Topics_XML
12011,Cough Syncope,respiratory,ICD-10-CM R05.4: Cough syncope,respiratory,cough syncope,ICD-10-CM
12012,Cough with Mucus Production,respiratory,HPO exact synonym for Productive Cough. HPO HP:0031245: A cough that produces phlegm or mucus.,respiratory,cough with mucus production,HPO
12013,"Cough, Unspecified",respiratory,"ICD-10-CM R05.9: Cough, unspecified",respiratory,cough unspecified,ICD-10-CM
12014,Coughing,general,"HPO exact synonym for Cough. HPO HP:0012735: A sudden, audible expulsion of air from the lungs through a partially closed glottis, preceded by inhalation.",general,coughing,HPO
12015,Coughing Up Blood,general,"HPO exact synonym for Hemoptysis. HPO HP:0002105: Coughing up (expectoration) of blood or blood-streaked sputum from the larynx, trachea, bronchi, or lungs.",general,coughing up blood,HPO
12016,Coved Type ST Segment Elevation,general,"HPO HP:6000984: An ST-segment elevation of at least 2 mm in at least one right precordial lead (V1 to V3), followed by an r'-wave and a concave or straight ST segment. The descending ST segment crosses the isoelectric line and is followed by a negative and symmetric T-wave.",general,coved type st segment elevation,HPO
12017,COVID Finger,general,HPO exact synonym for Pseudo-chilblains On Fingers. HPO HP:0034037: Inflammatory chilblain-like nodules on the hands and/or fingers.,general,covid finger,HPO
12018,COVID Fingers,general,HPO exact synonym for Pseudo-chilblains On Fingers. HPO HP:0034037: Inflammatory chilblain-like nodules on the hands and/or fingers.,general,covid fingers,HPO
12019,COVID Toe,general,HPO exact synonym for Pseudo-chilblains On Toes. HPO HP:0034036: Inflammatory chilblain-like nodules on the feet and/or toes.,general,covid toe,HPO
12020,Cow Milk Allergy,general,HPO HP:0100327: Hypersensitivity in form of an adverse immune reaction against cow milk protein.,general,cow milk allergy,HPO
12021,Cowlick,general,HPO exact synonym for Frontal Upsweep of Hair. HPO HP:0002236: Upward and/or sideward growth of anterior hair.,general,cowlick,HPO
12022,Coxa Magna,general,HPO HP:0003279: Widening of the femoral head and neck.,general,coxa magna,HPO
12023,Coxa Valga,general,HPO HP:0002673: Coxa valga is a deformity of the hip in which the angle between the femoral shaft and the femoral neck is increased compared to age-adjusted values (about 150 degrees in newborns gradually reducing to 120-130 degrees in adults).,general,coxa valga,HPO
12024,Coxa Vara,general,HPO HP:0002812: Coxa vara includes all forms of decrease of the femoral neck shaft angle (the angle between the neck and the shaft of the femur) to less than 120 degrees.,general,coxa vara,HPO
12025,Coxalgia,general,HPO exact synonym for Arthralgia of the Hip. HPO HP:0003365: Joint pain affecting the hip.,general,coxalgia,HPO
12026,CP,general,"HPO exact synonym for Cerebral Palsy. HPO HP:0100021: Cerebral palsy describes a group of permanent disorders of the development of movement and posture, causing activity limitation, that are attributed to nonprogressive disturbances that occurred in the developing fetal or infant brain.",general,cp,HPO
12027,CPEO,general,HPO exact synonym for External Ophthalmoplegia. HPO HP:0000544: Paralysis of the external ocular muscles.,general,cpeo,HPO
12028,Cracked Skin,general,HPO exact synonym for Skin Fissure. HPO HP:0031057: A clearly-defined and roughly linear cleavage in the skin that usually extends to the dermis.,general,cracked skin,HPO
12029,Crackles,general,"HPO HP:0030830: Crackles are discontinuous, explosive, and nonmusical adventitious lung sounds normally heard in inspiration and sometimes during expiration. Crackles are usually classified as fine and coarse crackles based on their duration, loudness, pitch, timing in the respiratory cycle, and relationship to coughing and changing body position.",general,crackles,HPO
12030,Cramp and Spasm,musculoskeletal,ICD-10-CM R25.2: Cramp and spasm,musculoskeletal,cramp and spasm,ICD-10-CM
12031,Cramping of Facial Muscles,musculoskeletal,"HPO exact synonym for Facial Tics. HPO HP:0011468: Sudden, repetitive, nonrhythmic motor movements (spasms), involving the eyes and muscles of the face.",musculoskeletal,cramping of facial muscles,HPO
12032,Cranial Asymmetry,general,HPO HP:0000267: Asymmetry of the bones of the skull.,general,cranial asymmetry,HPO
12033,Cranial Defect,general,"HPO exact synonym for Calvarial Skull Defect. HPO HP:0001362: A localized defect in the bone of the skull resulting from abnormal embryological development. The defect is covered by normal skin. In some cases, skull x-rays have shown underlying lytic bone lesions which have closed before the age",general,cranial defect,HPO
