symptom_id,symptom_name,category,description,related_body_system,search_name,source
28001,Narrow Nose,general,"HPO HP:0000460: Interalar distance more than 2 SD below the mean for age, or alternatively, an apparently decreased width of the nasal base and alae.",general,narrow nose,HPO
28002,Narrow Nostrils,general,"HPO exact synonym for Narrow Naris. HPO HP:0009933: Slender, slit-like aperture of the nostril.",general,narrow nostrils,HPO
28003,Narrow Opening Between the Eyelids,sensory,HPO exact synonym for Blepharophimosis. HPO HP:0000581: A fixed reduction in the vertical distance between the upper and lower eyelids with short palpebral fissures.,special_senses,narrow opening between the eyelids,HPO
28004,Narrow Palate,general,HPO HP:0000189: Width of the palate more than 2 SD below the mean (objective) or apparently decreased palatal width (subjective).,general,narrow palate,HPO
28005,Narrow Palatine Uvula,general,HPO exact synonym for Narrow Uvula. HPO HP:0010811: Decreased width of the uvula.,general,narrow palatine uvula,HPO
28006,Narrow Palm,general,"HPO HP:0004283: For children from birth to 4 years of age, the palm width is more than 2 SD below the mean; for children from 4 to 16 years of age the palm width is below the 5th centile; or, the width of the palm appears disproportionately narrow for its length.",general,narrow palm,HPO
28007,Narrow Palpebral Fissure,general,HPO HP:0045025: Reduction in the vertical distance between the upper and lower eyelids.,general,narrow palpebral fissure,HPO
28008,"Narrow Palpebral Fissure, Unilateral",general,HPO exact synonym for Unilateral Narrow Palpebral Fissure. HPO HP:0007946: A fixed reduction in the vertical distance between the upper and lower eyelids with short palpebral fissures on one side only.,general,narrow palpebral fissure unilateral,HPO
28009,Narrow Palpebral Fissures,general,HPO exact synonym for Narrow Palpebral Fissure. HPO HP:0045025: Reduction in the vertical distance between the upper and lower eyelids.,general,narrow palpebral fissures,HPO
28010,Narrow Pelvis Bone,musculoskeletal,HPO HP:0003275: Reduced side to side width of the pelvis.,musculoskeletal,narrow pelvis bone,HPO
28011,Narrow Penis,general,"HPO HP:0030262: Penile width more than 2 standard deviations (SD) below the mean for age. Alternatively circumference of the flaccid penis more than 2 SD below the mean for age. Alternatively, apparently decreased penile width for age.",general,narrow penis,HPO
28012,Narrow Philtrum,general,"HPO HP:0011829: Distance between the philtral ridges, measured just above the vermilion border, more than 2 standard deviations below the mean. Alternatively, an apparently decreased distance between the ridges of the philtrum.",general,narrow philtrum,HPO
28013,Narrow Retinal Arterioles,general,"HPO exact synonym for Focal Retinal Arteriolar Constriction. HPO HP:0008043: Focal decreased retinal arteriolar diameters, which may decrease blood flow and slow oxygen delivery to regions of the retina.",general,narrow retinal arterioles,HPO
28014,Narrow Roof of Mouth,oral,HPO exact synonym for Narrow Palate. HPO HP:0000189: Width of the palate more than 2 SD below the mean (objective) or apparently decreased palatal width (subjective).,oral,narrow roof of mouth,HPO
28015,Narrow Sacroiliac Notch,general,"HPO exact synonym for Narrow Greater Sciatic Notch. HPO HP:0003375: A narrowing of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.",general,narrow sacroiliac notch,HPO
28016,Narrow Sacrosciatic Notch,general,"HPO exact synonym for Narrow Greater Sciatic Notch. HPO HP:0003375: A narrowing of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.",general,narrow sacrosciatic notch,HPO
28017,Narrow Sciatic Notches,general,"HPO exact synonym for Narrow Greater Sciatic Notch. HPO HP:0003375: A narrowing of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.",general,narrow sciatic notches,HPO
28018,Narrow Septum of Nose,general,HPO exact synonym for Narrow Nasal Septum. HPO HP:0009936: Abnormally narrow nasal septum.,general,narrow septum of nose,HPO
28019,Narrow Shoulders,general,"HPO exact synonym for Narrow Chest. HPO HP:0000774: Reduced width of the chest from side to side, associated with a reduced distance from the sternal notch to the tip of the shoulder.",general,narrow shoulders,HPO
28020,Narrow Small Joints of the Hand,musculoskeletal,HPO HP:0004267: Human Phenotype Ontology term HP:0004267: Narrow Small Joints of the Hand.,musculoskeletal,narrow small joints of the hand,HPO
28021,Narrow Spinal Canal,general,HPO exact synonym for Spinal Canal Stenosis. HPO HP:0003416: An abnormal narrowing of the spinal canal.,general,narrow spinal canal,HPO
28022,Narrow Thoracolumbar Interpediculate Distance,general,HPO exact synonym for Thoracolumbar Interpediculate Narrowness. HPO HP:0008484: A reduction of the distance between thoracolumbar vertebral pedicles.,general,narrow thoracolumbar interpediculate distance,HPO
28023,Narrow Thorax,general,"HPO exact synonym for Narrow Chest. HPO HP:0000774: Reduced width of the chest from side to side, associated with a reduced distance from the sternal notch to the tip of the shoulder.",general,narrow thorax,HPO
28024,Narrow Tip of Nose,general,HPO exact synonym for Narrow Nasal Tip. HPO HP:0011832: Decrease in width of the nasal tip.,general,narrow tip of nose,HPO
28025,Narrow Toe,general,HPO exact synonym for Slender Toe. HPO HP:0011308: Toes that are disproportionately narrow (reduced girth) for the hand/foot size or build of the individual.,general,narrow toe,HPO
28026,Narrow Upper Jaw Bones,musculoskeletal,HPO exact synonym for Narrow Maxilla. HPO HP:0002010: Human Phenotype Ontology term HP:0002010: Narrow Maxilla.,musculoskeletal,narrow upper jaw bones,HPO
28027,Narrow Uvula,general,HPO HP:0010811: Decreased width of the uvula.,general,narrow uvula,HPO
28028,Narrow Vertebral Interpedicular Distance,general,"HPO HP:0008450: A reduction of the distance between vertebral pedicles, which are the two short, thick processes, which project backward, one on either side, from the upper part of the vertebral body, at the junction of its posterior and lateral surfaces.",general,narrow vertebral interpedicular distance,HPO
28029,"Narrow, Bell-shaped Thorax",general,"HPO exact synonym for Bell-shaped Thorax. HPO HP:0001591: The rib cage has the shape of a wide mouthed bell. That is, the superior portion of the rib cage is constricted, followed by a convex region, and the inferior portion of the rib cage expands again to have a large diameter.",general,narrow bell shaped thorax,HPO
28030,"Narrow, High Iliac Wings",general,HPO exact synonym for High Iliac Wing. HPO HP:0008808: Increased height of the wing (or ala) of the ilium (which is the large expanded portion which bounds the greater pelvis laterally).,general,narrow high iliac wings,HPO
28031,"Narrow, High-arched Palate",general,"HPO exact synonym for High, Narrow Palate. HPO HP:0002705: The presence of a high and narrow palate.",general,narrow high arched palate,HPO
28032,"Narrow, High-arched Roof of Mouth",oral,"HPO exact synonym for High, Narrow Palate. HPO HP:0002705: The presence of a high and narrow palate.",oral,narrow high arched roof of mouth,HPO
28033,"Narrow, Highly Arched Palate",general,"HPO exact synonym for High, Narrow Palate. HPO HP:0002705: The presence of a high and narrow palate.",general,narrow highly arched palate,HPO
28034,"Narrow, Highly Arched Roof of Mouth",oral,"HPO exact synonym for High, Narrow Palate. HPO HP:0002705: The presence of a high and narrow palate.",oral,narrow highly arched roof of mouth,HPO
28035,Narrowed Greater Sciatic Notch,general,"HPO exact synonym for Narrow Greater Sciatic Notch. HPO HP:0003375: A narrowing of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.",general,narrowed greater sciatic notch,HPO
28036,Narrowed Sacrosciatic Notch,general,"HPO exact synonym for Narrow Greater Sciatic Notch. HPO HP:0003375: A narrowing of the sacrosciatic notch, i.e., the deep indentation in the posterior border of the hip bone at the point of union of the ilium and ischium.",general,narrowed sacrosciatic notch,HPO
28037,Narrowing and Hardening of Arteries,general,HPO exact synonym for Atherosclerosis. HPO HP:0002621: A condition characterized by patchy atheromas or atherosclerotic plaques which develop in the walls of medium-sized and large arteries and can lead to arterial stenosis with reduced or blocked blood flow.,general,narrowing and hardening of arteries,HPO
28038,Narrowing of a Cerebral Artery,general,HPO exact synonym for Cerebral Artery Stenosis. HPO HP:0012492: Narrowing or constriction of the inner surface (lumen) of a cerebral artery.,general,narrowing of a cerebral artery,HPO
28039,Narrowing of an Artery,general,HPO exact synonym for Arterial Stenosis. HPO HP:0100545: Narrowing or constriction of the inner surface (lumen) of an artery.,general,narrowing of an artery,HPO
28040,Narrowing of Anal Opening,general,HPO exact synonym for Anal Stenosis. HPO HP:0002025: Abnormal narrowing of the anal opening.,general,narrowing of anal opening,HPO
28041,Narrowing of Aorta,general,HPO exact synonym for Coarctation of Aorta. HPO HP:0001680: Coarctation of the aorta is a narrowing or constriction of a segment of the aorta.,general,narrowing of aorta,HPO
28042,Narrowing of Aortic Valve,general,HPO exact synonym for Aortic Valve Stenosis. HPO HP:0001650: The presence of a stenosis (narrowing) of the aortic valve.,general,narrowing of aortic valve,HPO
28043,Narrowing of Aqueduct of Sylvius,general,"HPO exact synonym for Aqueductal Stenosis. HPO HP:0002410: Stenosis of the cerebral aqueduct (also known as the mesencephalic duct, aqueductus mesencephali, or aqueduct of Sylvius), which connects the third cerebral ventricle in the diencephalon to the fourth ventricle, which is between the p",general,narrowing of aqueduct of sylvius,HPO
28044,Narrowing of Blood Vessel Below Aortic Heart Valve,general,HPO exact synonym for Subvalvular Aortic Stenosis. HPO HP:0001682: A fixed form of obstruction to blood flow across the left-ventricular outflow tract related to stenosis (narrowing) below the level of the aortic valve.,general,narrowing of blood vessel below aortic heart valve,HPO
28045,Narrowing of Blood Vessels in Back of Eye,musculoskeletal,"HPO exact synonym for Attenuation of Retinal Blood Vessels. HPO HP:0007843: Narrowing of the retinal blood vessels, both arterioles and venules.",musculoskeletal,narrowing of blood vessels in back of eye,HPO
28046,Narrowing of Bone Marrow Canal,musculoskeletal,HPO exact synonym for Narrowing of Medullary Canal. HPO HP:0032458: A reduction in diameter and volume of the central cavity of bone where red or yellow bone marrow is located.,musculoskeletal,narrowing of bone marrow canal,HPO
28047,Narrowing of Bone Medullary Canal,musculoskeletal,HPO exact synonym for Narrowing of Medullary Canal. HPO HP:0032458: A reduction in diameter and volume of the central cavity of bone where red or yellow bone marrow is located.,musculoskeletal,narrowing of bone medullary canal,HPO
